network_type,N,<k>,seq,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UMDS_0,UMDS_1,UMDS_2,average_depth,time_1,time_2
BA+BA,1000,5.3,2,225,237,162,174,399,385,339,1.3333333333333333,0.7285795211791992,0.04258894920349121
BA+BA,1000,5.3,3,225,237,158,170,395,387,339,1.2678571428571428,0.7135775089263916,0.035718441009521484
BA+BA,1000,5.3,4,225,237,158,170,395,384,339,1.2142857142857142,0.7321045398712158,0.03974771499633789
BA+BA,1000,5.3,5,225,237,155,167,392,383,339,1.169811320754717,0.7146213054656982,0.03236222267150879
BA+BA,1000,5.3,6,225,237,155,167,392,384,339,1.169811320754717,0.7160224914550781,0.03371286392211914
BA+BA,1000,5.3,7,225,237,158,170,395,385,339,1.1964285714285714,0.7105333805084229,0.036032915115356445
BA+BA,1000,5.3,8,225,237,154,166,391,382,339,1.2884615384615385,0.743372917175293,0.03764486312866211
BA+BA,1000,5.3,9,225,237,156,168,393,384,339,1.2592592592592593,0.7095999717712402,0.0371246337890625
BA+BA,1000,5.4,0,244,241,168,165,409,400,341,1.2794117647058822,0.711895227432251,0.0632927417755127
BA+BA,1000,5.4,1,244,241,176,173,417,399,341,1.2763157894736843,0.6999928951263428,0.06336426734924316
BA+BA,1000,5.4,2,244,241,169,166,410,399,341,1.4057971014492754,0.7037451267242432,0.07047271728515625
BA+BA,1000,5.4,3,244,241,173,170,414,399,341,1.2191780821917808,0.7109365463256836,0.054224491119384766
BA+BA,1000,5.4,4,244,241,177,174,418,400,341,1.2207792207792207,0.718109130859375,0.0772392749786377
BA+BA,1000,5.4,5,244,241,174,171,415,400,341,1.2432432432432432,0.6879911422729492,0.055678367614746094
BA+BA,1000,5.4,6,244,241,175,172,416,397,341,1.36,0.7013373374938965,0.06816220283508301
BA+BA,1000,5.4,7,244,241,178,175,419,400,341,1.3717948717948718,0.700528621673584,0.050940513610839844
BA+BA,1000,5.4,8,244,241,169,166,410,403,341,1.3478260869565217,0.7105588912963867,0.062129974365234375
BA+BA,1000,5.4,9,244,241,168,165,409,404,341,1.3529411764705883,0.6932885646820068,0.059180259704589844
BA+BA,1000,5.5,0,251,235,181,165,416,407,349,1.2686567164179106,0.7054071426391602,0.04695487022399902
BA+BA,1000,5.5,1,251,235,178,162,413,404,349,1.4375,0.6993417739868164,0.059350013732910156
BA+BA,1000,5.5,2,251,235,179,163,414,407,349,1.2923076923076924,0.7283010482788086,0.07052206993103027
BA+BA,1000,5.5,3,251,235,176,160,411,406,349,1.2903225806451613,0.7051119804382324,0.0445556640625
BA+BA,1000,5.5,4,251,235,186,170,421,405,349,1.3888888888888888,0.7049195766448975,0.05967903137207031
BA+BA,1000,5.5,5,251,235,177,161,412,403,349,1.4603174603174602,0.6956110000610352,0.052004337310791016
BA+BA,1000,5.5,6,251,235,173,157,408,405,349,1.423728813559322,0.6943650245666504,0.04847431182861328
BA+BA,1000,5.5,7,251,235,183,167,418,406,349,1.3768115942028984,0.7161753177642822,0.06064772605895996
BA+BA,1000,5.5,8,251,235,179,163,414,406,349,1.1846153846153846,0.7230978012084961,0.05514693260192871
BA+BA,1000,5.5,9,251,235,185,169,420,398,349,1.2394366197183098,0.7142152786254883,0.05073666572570801
BA+BA,1000,5.6,0,216,226,153,163,379,364,312,1.1343283582089552,0.7560174465179443,0.03558778762817383
BA+BA,1000,5.6,1,216,226,148,158,374,365,312,1.2096774193548387,0.7245612144470215,0.03322458267211914
BA+BA,1000,5.6,2,216,226,149,159,375,364,312,1.2857142857142858,0.7253108024597168,0.04147481918334961
BA+BA,1000,5.6,3,216,226,148,158,374,366,312,1.2419354838709677,0.7476017475128174,0.03634166717529297
BA+BA,1000,5.6,4,216,226,147,157,373,365,312,1.2950819672131149,0.7305045127868652,0.037577152252197266
BA+BA,1000,5.6,5,216,226,150,160,376,366,312,1.34375,0.7281935214996338,0.04319024085998535
BA+BA,1000,5.6,6,216,226,147,157,373,363,312,1.1967213114754098,0.7392051219940186,0.03573346138000488
BA+BA,1000,5.6,7,216,226,153,163,379,366,312,1.2388059701492538,0.7632753849029541,0.04694318771362305
BA+BA,1000,5.6,8,216,226,154,164,380,364,312,1.2205882352941178,0.7368001937866211,0.042351484298706055
BA+BA,1000,5.6,9,216,226,152,162,378,366,312,1.378787878787879,0.7480206489562988,0.044918060302734375
BA+BA,1000,5.7,0,214,213,152,151,365,357,309,1.6071428571428572,0.7079620361328125,0.04549527168273926
BA+BA,1000,5.7,1,214,213,155,154,368,356,309,1.4406779661016949,0.7095580101013184,0.04405522346496582
BA+BA,1000,5.7,2,214,213,158,157,371,358,309,1.5,0.7174677848815918,0.05163216590881348
BA+BA,1000,5.7,3,214,213,152,151,365,357,309,1.3571428571428572,0.6861741542816162,0.04453635215759277
BA+BA,1000,5.7,4,214,213,155,154,368,358,309,1.3898305084745763,0.7116851806640625,0.0402834415435791
BA+BA,1000,5.7,5,214,213,153,152,366,355,309,1.368421052631579,0.7231893539428711,0.03840446472167969
BA+BA,1000,5.7,6,214,213,155,154,368,358,309,1.3728813559322033,0.7248671054840088,0.043991804122924805
BA+BA,1000,5.7,7,214,213,152,151,365,360,309,1.4464285714285714,0.7110512256622314,0.05070924758911133
BA+BA,1000,5.7,8,214,213,150,149,363,357,309,1.4444444444444444,0.6860198974609375,0.04787564277648926
BA+BA,1000,5.7,9,214,213,151,150,364,359,309,1.5454545454545454,0.7062704563140869,0.05065345764160156
BA+BA,1000,5.8,0,237,214,178,155,392,369,315,1.4025974025974026,0.7494680881500244,0.07793998718261719
BA+BA,1000,5.8,1,237,214,170,147,384,375,315,1.4202898550724639,0.7761514186859131,0.0558474063873291
BA+BA,1000,5.8,2,237,214,168,145,382,375,315,1.328358208955224,0.7666378021240234,0.05702829360961914
BA+BA,1000,5.8,3,237,214,165,142,379,373,315,1.421875,0.7783501148223877,0.05686044692993164
BA+BA,1000,5.8,4,237,214,168,145,382,377,315,1.2835820895522387,0.742150068283081,0.05785179138183594
BA+BA,1000,5.8,5,237,214,176,153,390,374,315,1.3733333333333333,0.7384164333343506,0.05695748329162598
BA+BA,1000,5.8,6,237,214,170,147,384,370,315,1.3043478260869565,0.7500143051147461,0.05070996284484863
BA+BA,1000,5.8,7,237,214,175,152,389,375,315,1.2837837837837838,0.774846076965332,0.06371927261352539
BA+BA,1000,5.8,8,237,214,168,145,382,375,315,1.3134328358208955,0.7652661800384521,0.046631574630737305
BA+BA,1000,5.8,9,237,214,171,148,385,377,315,1.3428571428571427,0.7464761734008789,0.05558276176452637
BA+BA,1000,5.9,0,213,205,151,143,356,351,299,1.2456140350877194,0.7288048267364502,0.047464847564697266
BA+BA,1000,5.9,1,213,205,152,144,357,350,299,1.3103448275862069,0.7324635982513428,0.07488465309143066
BA+BA,1000,5.9,2,213,205,158,150,363,349,299,1.390625,0.7345125675201416,0.04866337776184082
BA+BA,1000,5.9,3,213,205,153,145,358,348,299,1.1694915254237288,0.7279863357543945,0.04011797904968262
BA+BA,1000,5.9,4,213,205,157,149,362,349,299,1.4603174603174602,0.7239909172058105,0.05249333381652832
BA+BA,1000,5.9,5,213,205,158,150,363,344,299,1.28125,0.7455899715423584,0.04744315147399902
BA+BA,1000,5.9,6,213,205,150,142,355,346,299,1.2857142857142858,0.7329196929931641,0.047214508056640625
BA+BA,1000,5.9,7,213,205,159,151,364,349,299,1.3076923076923077,0.7217400074005127,0.07915234565734863
BA+BA,1000,5.9,8,213,205,157,149,362,352,299,1.253968253968254,0.7421483993530273,0.04677104949951172
BA+BA,1000,5.9,9,213,205,148,140,353,345,299,1.4444444444444444,0.730804443359375,0.04411458969116211
BA+BA,1000,6.0,0,195,198,143,146,341,332,277,1.25,0.8075809478759766,0.04554009437561035
BA+BA,1000,6.0,1,195,198,152,155,350,330,277,1.2328767123287672,0.8116922378540039,0.04820513725280762
BA+BA,1000,6.0,2,195,198,142,145,340,330,277,1.3015873015873016,0.8189854621887207,0.04131460189819336
BA+BA,1000,6.0,3,195,198,151,154,349,329,277,1.3611111111111112,0.8377606868743896,0.052259206771850586
BA+BA,1000,6.0,4,195,198,149,152,347,331,277,1.3285714285714285,0.860496997833252,0.05087995529174805
BA+BA,1000,6.0,5,195,198,143,146,341,333,277,1.359375,0.8177030086517334,0.05356884002685547
BA+BA,1000,6.0,6,195,198,147,150,345,328,277,1.4411764705882353,0.8137457370758057,0.05825519561767578
BA+BA,1000,6.0,7,195,198,150,153,348,331,277,1.380281690140845,0.82956862449646,0.059374332427978516
BA+BA,1000,6.0,8,195,198,146,149,344,333,277,1.2388059701492538,0.836165189743042,0.04974198341369629
BA+BA,1000,6.0,9,195,198,144,147,342,332,277,1.2,0.8171548843383789,0.04198503494262695
BA+BA,1000,6.1,0,190,215,137,162,352,341,282,1.3285714285714285,0.8100204467773438,0.048455238342285156
BA+BA,1000,6.1,1,190,215,143,168,358,344,282,1.381578947368421,0.8138704299926758,0.06313371658325195
BA+BA,1000,6.1,2,190,215,141,166,356,340,282,1.4324324324324325,0.8001408576965332,0.059317827224731445
BA+BA,1000,6.1,3,190,215,137,162,352,341,282,1.3571428571428572,0.8069655895233154,0.04921984672546387
BA+BA,1000,6.1,4,190,215,138,163,353,340,282,1.295774647887324,0.8218040466308594,0.04525589942932129
BA+BA,1000,6.1,5,190,215,139,164,354,343,282,1.3888888888888888,0.8379254341125488,0.05971336364746094
BA+BA,1000,6.1,6,190,215,137,162,352,340,282,1.3428571428571427,0.8157038688659668,0.06497931480407715
BA+BA,1000,6.1,7,190,215,138,163,353,342,282,1.3661971830985915,0.8164238929748535,0.05399966239929199
BA+BA,1000,6.1,8,190,215,143,168,358,341,282,1.368421052631579,0.8235764503479004,0.057222604751586914
BA+BA,1000,6.1,9,190,215,139,164,354,341,282,1.4305555555555556,0.8142614364624023,0.0539090633392334
BA+BA,1000,6.2,0,187,183,155,151,338,327,274,1.25,0.899151086807251,0.06080484390258789
BA+BA,1000,6.2,1,187,183,154,150,337,326,274,1.3650793650793651,0.8771746158599854,0.07442808151245117
BA+BA,1000,6.2,2,187,183,149,145,332,328,274,1.3620689655172413,0.8435561656951904,0.06407499313354492
BA+BA,1000,6.2,3,187,183,157,153,340,325,274,1.4545454545454546,0.8854408264160156,0.08864879608154297
BA+BA,1000,6.2,4,187,183,152,148,335,329,274,1.3442622950819672,0.8770942687988281,0.06513285636901855
BA+BA,1000,6.2,5,187,183,154,150,337,323,274,1.2380952380952381,0.8720226287841797,0.05447220802307129
BA+BA,1000,6.2,6,187,183,152,148,335,326,274,1.278688524590164,0.8877580165863037,0.07098603248596191
BA+BA,1000,6.2,7,187,183,149,145,332,325,274,1.3620689655172413,0.8859639167785645,0.062438011169433594
BA+BA,1000,6.2,8,187,183,153,149,336,324,274,1.3870967741935485,0.8703997135162354,0.06219124794006348
BA+BA,1000,6.2,9,187,183,150,146,333,326,274,1.423728813559322,0.8828058242797852,0.07713556289672852
BA+BA,1000,6.3,0,179,188,141,150,329,316,261,1.5294117647058822,0.8734219074249268,0.12612485885620117
BA+BA,1000,6.3,1,179,188,142,151,330,319,261,1.4927536231884058,0.8886077404022217,0.18706345558166504
BA+BA,1000,6.3,2,179,188,143,152,331,317,261,1.4142857142857144,0.8812720775604248,0.18828248977661133
BA+BA,1000,6.3,3,179,188,141,150,329,316,261,1.4411764705882353,0.8801264762878418,0.14384984970092773
BA+BA,1000,6.3,4,179,188,141,150,329,316,261,1.5147058823529411,0.8763470649719238,0.1409587860107422
BA+BA,1000,6.3,5,179,188,147,156,335,316,261,1.3243243243243243,0.8950479030609131,0.17699670791625977
BA+BA,1000,6.3,6,179,188,140,149,328,319,261,1.3432835820895523,0.9062206745147705,0.10618114471435547
BA+BA,1000,6.3,7,179,188,137,146,325,319,261,1.546875,0.8940455913543701,0.19344544410705566
BA+BA,1000,6.3,8,179,188,143,152,331,316,261,1.3857142857142857,0.8863785266876221,0.11587071418762207
BA+BA,1000,6.3,9,179,188,141,150,329,318,261,1.5735294117647058,0.8984556198120117,0.6599719524383545
BA+BA,1000,6.4,0,190,179,149,138,328,307,269,1.3559322033898304,0.8372020721435547,0.03816986083984375
BA+BA,1000,6.4,1,190,179,147,136,326,310,269,1.368421052631579,0.8424179553985596,0.037787675857543945
BA+BA,1000,6.4,2,190,179,148,137,327,313,269,1.4137931034482758,0.8481802940368652,0.04520988464355469
BA+BA,1000,6.4,3,190,179,139,128,318,314,269,1.2857142857142858,0.8181657791137695,0.03086256980895996
BA+BA,1000,6.4,4,190,179,143,132,322,308,269,1.320754716981132,0.8859145641326904,0.0422816276550293
BA+BA,1000,6.4,5,190,179,138,127,317,312,269,1.2916666666666667,0.8411242961883545,0.031231403350830078
BA+BA,1000,6.4,6,190,179,143,132,322,309,269,1.2641509433962264,0.856220006942749,0.033727169036865234
BA+BA,1000,6.4,7,190,179,140,129,319,314,269,1.32,0.8401734828948975,0.036356210708618164
BA+BA,1000,6.4,8,190,179,144,133,323,313,269,1.2222222222222223,0.8613214492797852,0.03209829330444336
BA+BA,1000,6.4,9,190,179,141,130,320,313,269,1.3725490196078431,0.8458251953125,0.03497600555419922
BA+BA,1000,6.5,0,184,164,149,129,313,306,260,1.3584905660377358,0.8722777366638184,0.16601300239562988
BA+BA,1000,6.5,1,184,164,143,123,307,304,260,1.6170212765957446,0.8558404445648193,0.13076186180114746
BA+BA,1000,6.5,2,184,164,151,131,315,302,260,1.4363636363636363,0.8550863265991211,0.1259016990661621
BA+BA,1000,6.5,3,184,164,145,125,309,306,260,1.3673469387755102,0.8540661334991455,0.15343904495239258
BA+BA,1000,6.5,4,184,164,151,131,315,303,260,1.3636363636363635,0.8784005641937256,0.08514571189880371
BA+BA,1000,6.5,5,184,164,149,129,313,301,260,1.471698113207547,0.869269847869873,0.10156011581420898
BA+BA,1000,6.5,6,184,164,157,137,321,305,260,1.5245901639344261,0.8643982410430908,0.10535931587219238
BA+BA,1000,6.5,7,184,164,152,132,316,304,260,1.3392857142857142,0.8589050769805908,0.12352609634399414
BA+BA,1000,6.5,8,184,164,144,124,308,305,260,1.3541666666666667,0.8735246658325195,0.12901043891906738
BA+BA,1000,6.5,9,184,164,154,134,318,301,260,1.3793103448275863,0.8643174171447754,0.09437441825866699
BA+BA,1000,6.6,0,175,163,142,130,305,295,247,1.3793103448275863,0.8554439544677734,0.0984506607055664
BA+BA,1000,6.6,1,175,163,138,126,301,294,247,1.5925925925925926,0.8670954704284668,0.06187081336975098
BA+BA,1000,6.6,2,175,163,137,125,300,293,247,1.528301886792453,0.8644957542419434,0.048431396484375
BA+BA,1000,6.6,3,175,163,141,129,304,295,247,1.6140350877192982,0.8579320907592773,0.05743813514709473
BA+BA,1000,6.6,4,175,163,143,131,306,292,247,1.4915254237288136,0.8657679557800293,0.06925559043884277
BA+BA,1000,6.6,5,175,163,141,129,304,294,247,1.4736842105263157,0.8398089408874512,0.10165262222290039
BA+BA,1000,6.6,6,175,163,141,129,304,294,247,1.6140350877192982,0.8660712242126465,0.0577390193939209
BA+BA,1000,6.6,7,175,163,140,128,303,295,247,1.5714285714285714,0.8739297389984131,0.08985686302185059
BA+BA,1000,6.6,8,175,163,140,128,303,294,247,1.4642857142857142,0.8732082843780518,0.08343696594238281
BA+BA,1000,6.6,9,175,163,143,131,306,293,247,1.6101694915254237,0.8729193210601807,0.07008886337280273
BA+BA,1000,6.7,0,163,169,128,134,297,290,240,1.1929824561403508,0.9035196304321289,0.08336806297302246
BA+BA,1000,6.7,1,163,169,137,143,306,290,240,1.1666666666666667,0.9231972694396973,0.059073686599731445
BA+BA,1000,6.7,2,163,169,137,143,306,291,240,1.2727272727272727,0.912827730178833,0.06531834602355957
BA+BA,1000,6.7,3,163,169,130,136,299,292,240,1.2372881355932204,0.9311494827270508,0.0560450553894043
BA+BA,1000,6.7,4,163,169,137,143,306,293,240,1.2121212121212122,0.9077603816986084,0.06487345695495605
BA+BA,1000,6.7,5,163,169,132,138,301,290,240,1.2622950819672132,0.9367713928222656,0.05387163162231445
BA+BA,1000,6.7,6,163,169,134,140,303,291,240,1.2222222222222223,0.8885946273803711,0.06933259963989258
BA+BA,1000,6.7,7,163,169,134,140,303,293,240,1.3174603174603174,0.8994624614715576,0.06426143646240234
BA+BA,1000,6.7,8,163,169,135,141,304,292,240,1.203125,0.9135732650756836,0.08846306800842285
BA+BA,1000,6.7,9,163,169,146,152,315,291,240,1.1733333333333333,0.91542649269104,0.061615943908691406
BA+BA,1000,6.8,0,161,151,128,118,279,271,229,1.44,0.9114859104156494,0.05359005928039551
BA+BA,1000,6.8,1,161,151,125,115,276,273,229,1.7446808510638299,0.880643367767334,0.11047029495239258
BA+BA,1000,6.8,2,161,151,127,117,278,272,229,1.489795918367347,0.8747470378875732,0.3830709457397461
BA+BA,1000,6.8,3,161,151,127,117,278,272,229,1.4285714285714286,0.8797430992126465,0.06837272644042969
BA+BA,1000,6.8,4,161,151,131,121,282,271,229,1.6415094339622642,0.8739438056945801,0.06407308578491211
BA+BA,1000,6.8,5,161,151,128,118,279,269,229,1.52,0.893362283706665,0.06352043151855469
BA+BA,1000,6.8,6,161,151,124,114,275,269,229,1.4130434782608696,0.9087634086608887,0.07310724258422852
BA+BA,1000,6.8,7,161,151,133,123,284,272,229,1.4181818181818182,0.8855807781219482,0.07375717163085938
BA+BA,1000,6.8,8,161,151,127,117,278,271,229,1.3265306122448979,0.8885588645935059,0.05562615394592285
BA+BA,1000,6.8,9,161,151,128,118,279,270,229,1.42,0.8929455280303955,0.057163238525390625
BA+BA,1000,6.9,0,164,159,132,127,291,282,237,1.6481481481481481,0.957420825958252,0.1348428726196289
BA+BA,1000,6.9,1,164,159,129,124,288,281,237,1.4509803921568627,0.928490400314331,0.08841919898986816
BA+BA,1000,6.9,2,164,159,130,125,289,278,237,1.6153846153846154,0.923119068145752,0.10603046417236328
BA+BA,1000,6.9,3,164,159,130,125,289,281,237,1.5,0.9138767719268799,0.09671139717102051
BA+BA,1000,6.9,4,164,159,134,129,293,281,237,1.625,0.9334890842437744,0.12173771858215332
BA+BA,1000,6.9,5,164,159,130,125,289,279,237,1.5384615384615385,0.9140317440032959,0.15291738510131836
BA+BA,1000,6.9,6,164,159,133,128,292,282,237,1.5454545454545454,0.9145760536193848,0.10306978225708008
BA+BA,1000,6.9,7,164,159,131,126,290,282,237,1.4528301886792452,0.8895537853240967,0.08204936981201172
BA+BA,1000,6.9,8,164,159,134,129,293,276,237,1.4821428571428572,0.9193487167358398,0.10530233383178711
BA+BA,1000,6.9,9,164,159,127,122,286,280,237,1.4285714285714286,0.94657301902771,0.10183429718017578
BA+BA,1000,7.0,0,156,157,124,125,281,274,223,1.2241379310344827,0.9439935684204102,0.05503416061401367
BA+BA,1000,7.0,1,156,157,128,129,285,273,223,1.2258064516129032,0.9621179103851318,0.06528902053833008
BA+BA,1000,7.0,2,156,157,126,127,283,275,223,1.4333333333333333,0.9900760650634766,0.05577421188354492
BA+BA,1000,7.0,3,156,157,124,125,281,273,223,1.3448275862068966,0.973538875579834,0.09919285774230957
BA+BA,1000,7.0,4,156,157,121,122,278,275,223,1.309090909090909,0.9370687007904053,0.05977010726928711
BA+BA,1000,7.0,5,156,157,123,124,280,269,223,1.368421052631579,0.9500603675842285,0.05272626876831055
BA+BA,1000,7.0,6,156,157,126,127,283,272,223,1.3333333333333333,0.9334344863891602,0.06474637985229492
BA+BA,1000,7.0,7,156,157,125,126,282,272,223,1.3898305084745763,0.9631443023681641,0.07192444801330566
BA+BA,1000,7.0,8,156,157,129,130,286,273,223,1.3015873015873016,0.9540846347808838,0.08171916007995605
BA+BA,1000,7.0,9,156,157,123,124,280,272,223,1.4035087719298245,0.9469819068908691,0.06496095657348633
BA+BA,1000,7.1,0,140,139,119,118,258,249,210,1.625,0.9739785194396973,0.055664777755737305
BA+BA,1000,7.1,1,140,139,119,118,258,248,210,1.2291666666666667,0.9727108478546143,0.04431772232055664
BA+BA,1000,7.1,2,140,139,121,120,260,247,210,1.42,0.9977371692657471,0.07552003860473633
BA+BA,1000,7.1,3,140,139,116,115,255,246,210,1.3777777777777778,0.9648003578186035,0.05068540573120117
BA+BA,1000,7.1,4,140,139,119,118,258,249,210,1.4375,0.9947752952575684,0.06529831886291504
BA+BA,1000,7.1,5,140,139,118,117,257,249,210,1.4893617021276595,0.944645881652832,0.05634593963623047
BA+BA,1000,7.1,6,140,139,119,118,258,249,210,1.2708333333333333,0.9859440326690674,0.06480813026428223
BA+BA,1000,7.1,7,140,139,117,116,256,249,210,1.326086956521739,1.0001931190490723,0.047875165939331055
BA+BA,1000,7.1,8,140,139,116,115,255,249,210,1.3555555555555556,1.0095996856689453,0.0519254207611084
BA+BA,1000,7.1,9,140,139,117,116,256,246,210,1.4130434782608696,1.0203702449798584,0.053429603576660156
BA+BA,1000,7.2,0,150,146,121,117,267,258,217,1.24,0.9374048709869385,0.18331408500671387
BA+BA,1000,7.2,1,150,146,117,113,263,257,217,1.2608695652173914,0.909329891204834,0.13715004920959473
BA+BA,1000,7.2,2,150,146,115,111,261,253,217,1.2727272727272727,0.9347794055938721,0.08305597305297852
BA+BA,1000,7.2,3,150,146,122,118,268,256,217,1.3333333333333333,0.9482724666595459,0.1216115951538086
BA+BA,1000,7.2,4,150,146,114,110,260,259,217,1.2790697674418605,0.899247407913208,0.12283825874328613
BA+BA,1000,7.2,5,150,146,121,117,267,258,217,1.36,0.909292459487915,0.3843965530395508
BA+BA,1000,7.2,6,150,146,116,112,262,257,217,1.488888888888889,0.9160037040710449,0.1424567699432373
BA+BA,1000,7.2,7,150,146,123,119,269,257,217,1.3846153846153846,0.9254701137542725,0.16157007217407227
BA+BA,1000,7.2,8,150,146,114,110,260,258,217,1.3255813953488371,0.933110237121582,0.14994263648986816
BA+BA,1000,7.2,9,150,146,123,119,269,258,217,1.4038461538461537,0.9119682312011719,0.14280962944030762
BA+BA,1000,7.3,0,152,147,119,114,266,259,212,1.4074074074074074,0.992664098739624,0.2974076271057129
BA+BA,1000,7.3,1,152,147,119,114,266,259,212,1.4814814814814814,0.9774572849273682,0.23256397247314453
BA+BA,1000,7.3,2,152,147,115,110,262,259,212,1.54,0.9943180084228516,0.511310338973999
BA+BA,1000,7.3,3,152,147,126,121,273,257,212,1.3770491803278688,0.9712824821472168,0.2411973476409912
BA+BA,1000,7.3,4,152,147,121,116,268,258,212,1.4285714285714286,0.970207929611206,0.2741222381591797
BA+BA,1000,7.3,5,152,147,121,116,268,257,212,1.5357142857142858,0.9586560726165771,0.23802638053894043
BA+BA,1000,7.3,6,152,147,120,115,267,259,212,1.509090909090909,0.9660406112670898,0.41532325744628906
BA+BA,1000,7.3,7,152,147,122,117,269,261,212,1.3333333333333333,0.9777371883392334,0.4306926727294922
BA+BA,1000,7.3,8,152,147,127,122,274,259,212,1.3387096774193548,0.980414867401123,0.25218749046325684
BA+BA,1000,7.3,9,152,147,123,118,270,258,212,1.4655172413793103,0.9854996204376221,0.2766754627227783
BA+BA,1000,7.4,0,117,127,91,101,218,213,189,1.1724137931034482,1.0050535202026367,0.03519320487976074
BA+BA,1000,7.4,1,117,127,90,100,217,212,189,1.5,1.0311193466186523,0.039522409439086914
BA+BA,1000,7.4,2,117,127,93,103,220,211,189,1.2580645161290323,1.0215566158294678,0.037390708923339844
BA+BA,1000,7.4,3,117,127,90,100,217,212,189,1.5,1.025914192199707,0.03887605667114258
BA+BA,1000,7.4,4,117,127,87,97,214,213,189,1.4,1.0169134140014648,0.042999982833862305
BA+BA,1000,7.4,5,117,127,94,104,221,214,189,1.4375,1.0059304237365723,0.041451215744018555
BA+BA,1000,7.4,6,117,127,93,103,220,212,189,1.2903225806451613,1.02016282081604,0.03353381156921387
BA+BA,1000,7.4,7,117,127,93,103,220,212,189,1.3548387096774193,1.0179266929626465,0.032697439193725586
BA+BA,1000,7.4,8,117,127,89,99,216,213,189,1.2962962962962963,1.0157506465911865,0.03285837173461914
BA+BA,1000,7.4,9,117,127,95,105,222,214,189,1.3333333333333333,1.0491421222686768,0.043524980545043945
BA+BA,1000,7.5,0,130,138,100,108,238,230,199,1.4102564102564104,1.043447732925415,0.05822157859802246
BA+BA,1000,7.5,1,130,138,100,108,238,232,199,1.2564102564102564,1.0320332050323486,0.09241318702697754
BA+BA,1000,7.5,2,130,138,104,112,242,231,199,1.372093023255814,1.0179080963134766,0.0651695728302002
BA+BA,1000,7.5,3,130,138,102,110,240,231,199,1.4634146341463414,1.027463436126709,0.0657045841217041
BA+BA,1000,7.5,4,130,138,101,109,239,231,199,1.65,1.0191285610198975,0.10164546966552734
BA+BA,1000,7.5,5,130,138,104,112,242,234,199,1.5348837209302326,1.0486903190612793,0.07483744621276855
BA+BA,1000,7.5,6,130,138,109,117,247,233,199,1.5208333333333333,1.0365214347839355,0.09940743446350098
BA+BA,1000,7.5,7,130,138,103,111,241,231,199,1.3095238095238095,1.0197584629058838,0.10342049598693848
BA+BA,1000,7.5,8,130,138,105,113,243,235,199,1.5681818181818181,1.0118060111999512,0.07730865478515625
BA+BA,1000,7.5,9,130,138,105,113,243,233,199,1.2727272727272727,1.0095610618591309,0.19132781028747559
BA+BA,1000,7.6,0,120,118,100,98,218,213,171,1.3191489361702127,1.0770659446716309,0.08060693740844727
BA+BA,1000,7.6,1,120,118,106,104,224,210,171,1.3773584905660377,1.1355645656585693,0.07514214515686035
BA+BA,1000,7.6,2,120,118,106,104,224,212,171,1.3773584905660377,1.1006574630737305,0.08179044723510742
BA+BA,1000,7.6,3,120,118,102,100,220,212,171,1.4285714285714286,1.0912485122680664,0.07001233100891113
BA+BA,1000,7.6,4,120,118,104,102,222,215,171,1.3725490196078431,1.1096796989440918,0.0705864429473877
BA+BA,1000,7.6,5,120,118,105,103,223,212,171,1.3076923076923077,1.1154975891113281,0.05963635444641113
BA+BA,1000,7.6,6,120,118,105,103,223,213,171,1.4807692307692308,1.106015920639038,0.09779548645019531
BA+BA,1000,7.6,7,120,118,103,101,221,212,171,1.32,1.1223742961883545,0.07891058921813965
BA+BA,1000,7.6,8,120,118,104,102,222,212,171,1.2941176470588236,1.111405849456787,0.08382630348205566
BA+BA,1000,7.6,9,120,118,105,103,223,210,171,1.3653846153846154,1.0838689804077148,0.07267427444458008
BA+BA,1000,7.7,0,128,134,105,111,239,228,184,1.3636363636363635,1.030226230621338,0.13086986541748047
BA+BA,1000,7.7,1,128,134,97,103,231,229,184,1.5319148936170213,1.0204946994781494,0.0956277847290039
BA+BA,1000,7.7,2,128,134,102,108,236,225,184,1.5576923076923077,1.0273399353027344,0.1001732349395752
BA+BA,1000,7.7,3,128,134,99,105,233,228,184,1.3265306122448979,1.0139117240905762,0.09824490547180176
BA+BA,1000,7.7,4,128,134,101,107,235,229,184,1.5490196078431373,1.0200872421264648,0.16558051109313965
BA+BA,1000,7.7,5,128,134,102,108,236,224,184,1.4807692307692308,1.0052011013031006,0.10840368270874023
BA+BA,1000,7.7,6,128,134,99,105,233,225,184,1.5510204081632653,0.9996435642242432,0.10526108741760254
BA+BA,1000,7.7,7,128,134,101,107,235,221,184,1.607843137254902,0.9928817749023438,0.11358022689819336
BA+BA,1000,7.7,8,128,134,103,109,237,228,184,1.320754716981132,1.005218267440796,0.0848090648651123
BA+BA,1000,7.7,9,128,134,99,105,233,228,184,1.3673469387755102,1.0355603694915771,0.09440422058105469
BA+BA,1000,7.8,0,121,111,108,98,219,208,159,1.55,1.085486650466919,0.20559287071228027
BA+BA,1000,7.8,1,121,111,103,93,214,209,159,1.5818181818181818,1.0699865818023682,0.475147008895874
BA+BA,1000,7.8,2,121,111,104,94,215,208,159,1.3928571428571428,1.0910444259643555,0.5958809852600098
BA+BA,1000,7.8,3,121,111,104,94,215,210,159,1.5357142857142858,1.0894334316253662,0.25109028816223145
