type,n,k1,k2,gamma1,gamma2,MDS1,MDS2,pre_intersection,intersection,pre_union,union
ER+ER,1000,2.4,1.6,,,397,527,210,253,714,671
ER+ER,1000,2.4,1.7,,,397,500,192,238,705,659
ER+ER,1000,2.4,1.8,,,397,492,197,254,692,635
ER+ER,1000,2.4,1.9,,,397,459,184,229,672,627
ER+ER,1000,2.4,2.0,,,397,441,182,231,656,607
ER+ER,1000,2.4,2.1,,,397,433,171,233,659,597
ER+ER,1000,2.4,2.2,,,397,418,166,217,649,598
ER+ER,1000,2.4,2.3,,,397,417,165,224,649,590
ER+ER,1000,2.4,2.4,,,397,411,162,219,646,589
ER+ER,1000,2.4,2.5,,,397,388,156,208,629,577
ER+ER,1000,2.4,2.6,,,397,362,142,201,617,558
ER+ER,1000,2.4,2.7,,,397,365,147,203,615,559
ER+ER,1000,2.4,2.8,,,397,349,139,198,607,548
ER+ER,1000,2.4,2.9,,,397,327,126,167,598,557
ER+ER,1000,2.4,3.0,,,397,311,131,182,577,526
ER+ER,1000,2.4,3.1,,,397,306,120,177,583,526
ER+ER,1000,2.4,3.2,,,397,305,112,171,590,531
ER+ER,1000,2.4,3.3,,,397,283,97,163,583,517
ER+ER,1000,2.4,3.4,,,397,272,118,170,551,499
ER+ER,1000,2.4,3.5,,,397,276,113,168,560,505
ER+ER,1000,2.4,3.6,,,397,254,98,149,553,502
ER+ER,1000,2.4,3.7,,,397,241,108,159,530,479
ER+ER,1000,2.4,3.8,,,397,235,90,141,542,491
ER+ER,1000,2.4,3.9,,,397,224,86,138,535,483
ER+ER,1000,2.4,4.0,,,397,209,82,126,524,480
ER+ER,1000,2.4,4.1,,,397,223,82,141,538,479
ER+ER,1000,2.4,4.2,,,397,212,85,141,524,468
ER+ER,1000,2.4,4.3,,,397,192,69,122,520,467
ER+ER,1000,2.4,4.4,,,397,190,68,120,519,467
ER+ER,1000,2.4,4.5,,,397,178,66,111,509,464
ER+ER,1000,2.4,4.6,,,397,172,57,102,512,467
ER+ER,1000,2.4,4.7,,,397,145,60,85,482,457
ER+ER,1000,2.4,4.8,,,397,151,57,101,491,447
ER+ER,1000,2.4,4.9,,,397,146,55,96,488,447
ER+ER,1000,2.4,5.0,,,397,139,48,90,488,446
ER+ER,1000,2.4,5.1,,,397,128,51,89,474,436
ER+ER,1000,2.4,5.2,,,397,120,52,81,465,436
ER+ER,1000,2.4,5.3,,,397,110,57,71,450,436
ER+ER,1000,2.4,5.4,,,397,104,45,66,456,435
ER+ER,1000,2.4,5.5,,,397,101,34,65,464,433
ER+ER,1000,2.4,5.6,,,397,92,40,65,449,424
ER+ER,1000,2.4,5.7,,,397,88,30,49,455,436
ER+ER,1000,2.4,5.8,,,397,91,33,57,455,431
ER+ER,1000,2.4,5.9,,,397,77,28,47,446,427
ER+ER,1000,2.4,6.0,,,397,72,29,58,440,411
ER+ER,1000,2.5,1.0,,,375,650,247,284,778,741
ER+ER,1000,2.5,1.1,,,375,625,240,276,760,724
ER+ER,1000,2.5,1.2,,,375,599,224,264,750,710
ER+ER,1000,2.5,1.3,,,375,592,227,258,740,709
ER+ER,1000,2.5,1.4,,,375,575,204,257,746,693
ER+ER,1000,2.5,1.5,,,375,541,189,243,727,673
ER+ER,1000,2.5,1.6,,,375,527,187,235,715,667
ER+ER,1000,2.5,1.7,,,375,500,194,244,681,631
ER+ER,1000,2.5,1.8,,,375,492,190,233,677,634
ER+ER,1000,2.5,1.9,,,375,459,162,220,672,614
ER+ER,1000,2.5,2.0,,,375,441,157,209,659,607
ER+ER,1000,2.5,2.1,,,375,433,155,217,653,591
ER+ER,1000,2.5,2.2,,,375,418,160,201,633,592
ER+ER,1000,2.5,2.3,,,375,417,150,215,642,577
ER+ER,1000,2.5,2.4,,,375,411,159,214,627,572
ER+ER,1000,2.5,2.5,,,375,388,145,205,618,558
ER+ER,1000,2.5,2.6,,,375,362,138,183,599,554
ER+ER,1000,2.5,2.7,,,375,365,153,197,587,543
ER+ER,1000,2.5,2.8,,,375,349,133,181,591,543
ER+ER,1000,2.5,2.9,,,375,327,116,172,586,530
ER+ER,1000,2.5,3.0,,,375,311,113,172,573,514
ER+ER,1000,2.5,3.1,,,375,306,113,170,568,511
ER+ER,1000,2.5,3.2,,,375,305,110,169,570,511
ER+ER,1000,2.5,3.3,,,375,283,100,154,558,504
ER+ER,1000,2.5,3.4,,,375,272,101,157,546,490
ER+ER,1000,2.5,3.5,,,375,276,102,163,549,488
ER+ER,1000,2.5,3.6,,,375,254,99,155,530,474
ER+ER,1000,2.5,3.7,,,375,241,91,153,525,463
ER+ER,1000,2.5,3.8,,,375,235,81,134,529,476
ER+ER,1000,2.5,3.9,,,375,224,80,133,519,466
ER+ER,1000,2.5,4.0,,,375,209,83,129,501,455
ER+ER,1000,2.5,4.1,,,375,223,89,139,509,459
ER+ER,1000,2.5,4.2,,,375,212,76,132,511,455
ER+ER,1000,2.5,4.3,,,375,192,73,120,494,447
ER+ER,1000,2.5,4.4,,,375,190,66,124,499,441
ER+ER,1000,2.5,4.5,,,375,178,64,115,489,438
ER+ER,1000,2.5,4.6,,,375,172,64,111,483,436
ER+ER,1000,2.5,4.7,,,375,145,62,99,458,421
ER+ER,1000,2.5,4.8,,,375,151,52,94,474,432
ER+ER,1000,2.5,4.9,,,375,146,48,89,473,432
ER+ER,1000,2.5,5.0,,,375,139,56,95,458,419
ER+ER,1000,2.5,5.1,,,375,128,45,90,458,413
ER+ER,1000,2.5,5.2,,,375,120,47,83,448,412
ER+ER,1000,2.5,5.3,,,375,110,38,70,447,415
ER+ER,1000,2.5,5.4,,,375,104,38,70,441,409
ER+ER,1000,2.5,5.5,,,375,101,45,71,431,405
ER+ER,1000,2.5,5.6,,,375,92,35,58,432,409
ER+ER,1000,2.5,5.7,,,375,88,34,57,429,406
ER+ER,1000,2.5,5.8,,,375,91,32,60,434,406
ER+ER,1000,2.5,5.9,,,375,77,26,45,426,407
ER+ER,1000,2.5,6.0,,,375,72,32,53,415,394
ER+ER,1000,2.6,1.0,,,368,650,241,275,777,743
ER+ER,1000,2.6,1.1,,,368,625,226,266,767,727
ER+ER,1000,2.6,1.2,,,368,599,218,258,749,709
ER+ER,1000,2.6,1.3,,,368,592,225,263,735,697
ER+ER,1000,2.6,1.4,,,368,575,214,263,729,680
ER+ER,1000,2.6,1.5,,,368,541,197,234,712,675
ER+ER,1000,2.6,1.6,,,368,527,200,243,695,652
ER+ER,1000,2.6,1.7,,,368,500,184,235,684,633
ER+ER,1000,2.6,1.8,,,368,492,185,234,675,626
ER+ER,1000,2.6,1.9,,,368,459,182,226,645,601
ER+ER,1000,2.6,2.0,,,368,441,173,225,636,584
ER+ER,1000,2.6,2.1,,,368,433,153,200,648,601
ER+ER,1000,2.6,2.2,,,368,418,165,210,621,576
ER+ER,1000,2.6,2.3,,,368,417,138,201,647,584
ER+ER,1000,2.6,2.4,,,368,411,160,215,619,564
ER+ER,1000,2.6,2.5,,,368,388,145,204,611,552
ER+ER,1000,2.6,2.6,,,368,362,127,186,603,544
ER+ER,1000,2.6,2.7,,,368,365,133,188,600,545
ER+ER,1000,2.6,2.8,,,368,349,132,185,585,532
ER+ER,1000,2.6,2.9,,,368,327,128,180,567,515
ER+ER,1000,2.6,3.0,,,368,311,101,161,578,518
ER+ER,1000,2.6,3.1,,,368,306,114,170,560,504
ER+ER,1000,2.6,3.2,,,368,305,111,170,562,503
ER+ER,1000,2.6,3.3,,,368,283,108,165,543,486
ER+ER,1000,2.6,3.4,,,368,272,111,160,529,480
ER+ER,1000,2.6,3.5,,,368,276,105,164,539,480
ER+ER,1000,2.6,3.6,,,368,254,93,153,529,469
ER+ER,1000,2.6,3.7,,,368,241,85,142,524,467
ER+ER,1000,2.6,3.8,,,368,235,85,138,518,465
ER+ER,1000,2.6,3.9,,,368,224,89,136,503,456
ER+ER,1000,2.6,4.0,,,368,209,68,116,509,461
ER+ER,1000,2.6,4.1,,,368,223,64,127,527,464
ER+ER,1000,2.6,4.2,,,368,212,80,136,500,444
ER+ER,1000,2.6,4.3,,,368,192,63,112,497,448
ER+ER,1000,2.6,4.4,,,368,190,76,116,482,442
ER+ER,1000,2.6,4.5,,,368,178,60,102,486,444
ER+ER,1000,2.6,4.6,,,368,172,61,102,479,438
ER+ER,1000,2.6,4.7,,,368,145,66,94,447,419
ER+ER,1000,2.6,4.8,,,368,151,63,107,456,412
ER+ER,1000,2.6,4.9,,,368,146,55,97,459,417
ER+ER,1000,2.6,5.0,,,368,139,51,95,456,412
ER+ER,1000,2.6,5.1,,,368,128,44,89,452,407
ER+ER,1000,2.6,5.2,,,368,120,44,76,444,412
ER+ER,1000,2.6,5.3,,,368,110,43,64,435,414
ER+ER,1000,2.6,5.4,,,368,104,33,62,439,410
ER+ER,1000,2.6,5.5,,,368,101,36,62,433,407
ER+ER,1000,2.6,5.6,,,368,92,35,63,425,397
ER+ER,1000,2.6,5.7,,,368,88,30,59,426,397
ER+ER,1000,2.6,5.8,,,368,91,40,67,419,392
ER+ER,1000,2.6,5.9,,,368,77,32,44,413,401
ER+ER,1000,2.6,6.0,,,368,72,27,53,413,387
ER+ER,1000,2.7,1.0,,,355,650,224,277,781,728
ER+ER,1000,2.7,1.1,,,355,625,217,266,763,714
ER+ER,1000,2.7,1.2,,,355,599,215,263,739,691
ER+ER,1000,2.7,1.3,,,355,592,213,255,734,692
ER+ER,1000,2.7,1.4,,,355,575,203,262,727,668
ER+ER,1000,2.7,1.5,,,355,541,200,247,696,649
ER+ER,1000,2.7,1.6,,,355,527,186,238,696,644
ER+ER,1000,2.7,1.7,,,355,500,179,243,676,612
ER+ER,1000,2.7,1.8,,,355,492,166,215,681,632
ER+ER,1000,2.7,1.9,,,355,459,150,211,664,603
ER+ER,1000,2.7,2.0,,,355,441,156,214,640,582
ER+ER,1000,2.7,2.1,,,355,433,152,208,636,580
ER+ER,1000,2.7,2.2,,,355,418,148,196,625,577
ER+ER,1000,2.7,2.3,,,355,417,161,214,611,558
ER+ER,1000,2.7,2.4,,,355,411,156,219,610,547
ER+ER,1000,2.7,2.5,,,355,388,137,213,606,530
ER+ER,1000,2.7,2.6,,,355,362,128,187,589,530
ER+ER,1000,2.7,2.7,,,355,365,132,197,588,523
ER+ER,1000,2.7,2.8,,,355,349,125,177,579,527
ER+ER,1000,2.7,2.9,,,355,327,132,188,550,494
ER+ER,1000,2.7,3.0,,,355,311,103,170,563,496
ER+ER,1000,2.7,3.1,,,355,306,104,166,557,495
ER+ER,1000,2.7,3.2,,,355,305,110,176,550,484
ER+ER,1000,2.7,3.3,,,355,283,104,169,534,469
ER+ER,1000,2.7,3.4,,,355,272,100,156,527,471
ER+ER,1000,2.7,3.5,,,355,276,92,172,539,459
ER+ER,1000,2.7,3.6,,,355,254,92,147,517,462
ER+ER,1000,2.7,3.7,,,355,241,74,146,522,450
ER+ER,1000,2.7,3.8,,,355,235,95,148,495,442
ER+ER,1000,2.7,3.9,,,355,224,72,140,507,439
ER+ER,1000,2.7,4.0,,,355,209,82,132,482,432
ER+ER,1000,2.7,4.1,,,355,223,76,143,502,435
ER+ER,1000,2.7,4.2,,,355,212,79,134,488,433
ER+ER,1000,2.7,4.3,,,355,192,72,123,475,424
ER+ER,1000,2.7,4.4,,,355,190,67,112,478,433
ER+ER,1000,2.7,4.5,,,355,178,64,112,469,421
ER+ER,1000,2.7,4.6,,,355,172,70,109,457,418
ER+ER,1000,2.7,4.7,,,355,145,49,84,451,416
ER+ER,1000,2.7,4.8,,,355,151,47,96,459,410
ER+ER,1000,2.7,4.9,,,355,146,54,96,447,405
ER+ER,1000,2.7,5.0,,,355,139,46,94,448,400
ER+ER,1000,2.7,5.1,,,355,128,46,85,437,398
ER+ER,1000,2.7,5.2,,,355,120,35,75,440,400
ER+ER,1000,2.7,5.3,,,355,110,36,71,429,394
ER+ER,1000,2.7,5.4,,,355,104,36,73,423,386
ER+ER,1000,2.7,5.5,,,355,101,36,68,420,388
ER+ER,1000,2.7,5.6,,,355,92,29,68,418,379
ER+ER,1000,2.7,5.7,,,355,88,33,62,410,381
ER+ER,1000,2.7,5.8,,,355,91,36,58,410,388
ER+ER,1000,2.7,5.9,,,355,77,24,50,408,382
ER+ER,1000,2.7,6.0,,,355,72,25,49,402,378
ER+ER,1000,2.8,1.0,,,342,650,209,249,783,743
ER+ER,1000,2.8,1.1,,,342,625,213,251,754,716
ER+ER,1000,2.8,1.2,,,342,599,207,241,734,700
ER+ER,1000,2.8,1.3,,,342,592,199,236,735,698
ER+ER,1000,2.8,1.4,,,342,575,192,240,725,677
ER+ER,1000,2.8,1.5,,,342,541,199,239,684,644
ER+ER,1000,2.8,1.6,,,342,527,181,232,688,637
ER+ER,1000,2.8,1.7,,,342,500,172,217,670,625
ER+ER,1000,2.8,1.8,,,342,492,163,215,671,619
ER+ER,1000,2.8,1.9,,,342,459,160,207,641,594
ER+ER,1000,2.8,2.0,,,342,441,152,202,631,581
ER+ER,1000,2.8,2.1,,,342,433,140,190,635,585
ER+ER,1000,2.8,2.2,,,342,418,150,192,610,568
ER+ER,1000,2.8,2.3,,,342,417,148,195,611,564
ER+ER,1000,2.8,2.4,,,342,411,145,204,608,549
ER+ER,1000,2.8,2.5,,,342,388,133,187,597,543
ER+ER,1000,2.8,2.6,,,342,362,120,180,584,524
ER+ER,1000,2.8,2.7,,,342,365,135,186,572,521
ER+ER,1000,2.8,2.8,,,342,349,120,170,571,521
ER+ER,1000,2.8,2.9,,,342,327,103,157,566,512
ER+ER,1000,2.8,3.0,,,342,311,108,164,545,489
ER+ER,1000,2.8,3.1,,,342,306,102,149,546,499
ER+ER,1000,2.8,3.2,,,342,305,94,161,553,486
ER+ER,1000,2.8,3.3,,,342,283,97,155,528,470
ER+ER,1000,2.8,3.4,,,342,272,95,137,519,477
ER+ER,1000,2.8,3.5,,,342,276,84,148,534,470
ER+ER,1000,2.8,3.6,,,342,254,89,137,507,459
ER+ER,1000,2.8,3.7,,,342,241,77,133,506,450
ER+ER,1000,2.8,3.8,,,342,235,86,142,491,435
ER+ER,1000,2.8,3.9,,,342,224,73,123,493,443
ER+ER,1000,2.8,4.0,,,342,209,59,106,492,445
ER+ER,1000,2.8,4.1,,,342,223,80,139,485,426
ER+ER,1000,2.8,4.2,,,342,212,77,130,477,424
ER+ER,1000,2.8,4.3,,,342,192,75,118,459,416
ER+ER,1000,2.8,4.4,,,342,190,67,109,465,423
ER+ER,1000,2.8,4.5,,,342,178,64,104,456,416
ER+ER,1000,2.8,4.6,,,342,172,59,109,455,405
ER+ER,1000,2.8,4.7,,,342,145,53,90,434,397
ER+ER,1000,2.8,4.8,,,342,151,55,97,438,396
ER+ER,1000,2.8,4.9,,,342,146,47,86,441,402
ER+ER,1000,2.8,5.0,,,342,139,49,89,432,392
ER+ER,1000,2.8,5.1,,,342,128,40,77,430,393
ER+ER,1000,2.8,5.2,,,342,120,40,72,422,390
ER+ER,1000,2.8,5.3,,,342,110,40,66,412,386
ER+ER,1000,2.8,5.4,,,342,104,41,69,405,377
ER+ER,1000,2.8,5.5,,,342,101,37,69,406,374
ER+ER,1000,2.8,5.6,,,342,92,21,53,413,381
ER+ER,1000,2.8,5.7,,,342,88,26,55,404,375
ER+ER,1000,2.8,5.8,,,342,91,27,55,406,378
ER+ER,1000,2.8,5.9,,,342,77,24,38,395,381
ER+ER,1000,2.8,6.0,,,342,72,22,52,392,362
ER+ER,1000,2.9,1.0,,,333,650,219,257,764,726
ER+ER,1000,2.9,1.1,,,333,625,201,240,757,718
ER+ER,1000,2.9,1.2,,,333,599,207,251,725,681
ER+ER,1000,2.9,1.3,,,333,592,197,235,728,690
ER+ER,1000,2.9,1.4,,,333,575,188,231,720,677
ER+ER,1000,2.9,1.5,,,333,541,182,235,692,639
ER+ER,1000,2.9,1.6,,,333,527,176,220,684,640
ER+ER,1000,2.9,1.7,,,333,500,169,219,664,614
ER+ER,1000,2.9,1.8,,,333,492,150,209,675,616
ER+ER,1000,2.9,1.9,,,333,459,168,215,624,577
ER+ER,1000,2.9,2.0,,,333,441,147,203,627,571
ER+ER,1000,2.9,2.1,,,333,433,136,197,630,569
ER+ER,1000,2.9,2.2,,,333,418,134,188,617,563
ER+ER,1000,2.9,2.3,,,333,417,143,204,607,546
ER+ER,1000,2.9,2.4,,,333,411,129,195,615,549
ER+ER,1000,2.9,2.5,,,333,388,125,195,596,526
ER+ER,1000,2.9,2.6,,,333,362,130,199,565,496
ER+ER,1000,2.9,2.7,,,333,365,111,170,587,528
ER+ER,1000,2.9,2.8,,,333,349,121,182,561,500
ER+ER,1000,2.9,2.9,,,333,327,103,167,557,493
ER+ER,1000,2.9,3.0,,,333,311,102,167,542,477
ER+ER,1000,2.9,3.1,,,333,306,100,157,539,482
ER+ER,1000,2.9,3.2,,,333,305,102,182,536,456
ER+ER,1000,2.9,3.3,,,333,283,99,157,517,459
ER+ER,1000,2.9,3.4,,,333,272,99,151,506,454
ER+ER,1000,2.9,3.5,,,333,276,96,152,513,457
ER+ER,1000,2.9,3.6,,,333,254,76,136,511,451
ER+ER,1000,2.9,3.7,,,333,241,80,142,494,432
ER+ER,1000,2.9,3.8,,,333,235,78,132,490,436
ER+ER,1000,2.9,3.9,,,333,224,74,132,483,425
ER+ER,1000,2.9,4.0,,,333,209,71,125,471,417
ER+ER,1000,2.9,4.1,,,333,223,74,132,482,424
ER+ER,1000,2.9,4.2,,,333,212,63,128,482,417
ER+ER,1000,2.9,4.3,,,333,192,65,112,460,413
ER+ER,1000,2.9,4.4,,,333,190,66,122,457,401
ER+ER,1000,2.9,4.5,,,333,178,56,111,455,400
ER+ER,1000,2.9,4.6,,,333,172,68,108,437,397
ER+ER,1000,2.9,4.7,,,333,145,51,84,427,394
ER+ER,1000,2.9,4.8,,,333,151,54,95,430,389
ER+ER,1000,2.9,4.9,,,333,146,50,101,429,378
ER+ER,1000,2.9,5.0,,,333,139,48,98,424,374
ER+ER,1000,2.9,5.1,,,333,128,41,88,420,373
ER+ER,1000,2.9,5.2,,,333,120,42,62,411,391
ER+ER,1000,2.9,5.3,,,333,110,33,67,410,376
ER+ER,1000,2.9,5.4,,,333,104,33,59,404,378
ER+ER,1000,2.9,5.5,,,333,101,35,64,399,370
ER+ER,1000,2.9,5.6,,,333,92,26,63,399,362
ER+ER,1000,2.9,5.7,,,333,88,30,60,391,361
ER+ER,1000,2.9,5.8,,,333,91,39,65,385,359
ER+ER,1000,2.9,5.9,,,333,77,23,37,387,373
ER+ER,1000,2.9,6.0,,,333,72,23,55,382,350
ER+ER,1000,3.0,1.0,,,313,650,211,241,752,722
ER+ER,1000,3.0,1.1,,,313,625,194,234,744,704
ER+ER,1000,3.0,1.2,,,313,599,185,227,727,685
ER+ER,1000,3.0,1.3,,,313,592,183,228,722,677
ER+ER,1000,3.0,1.4,,,313,575,181,229,707,659
ER+ER,1000,3.0,1.5,,,313,541,181,223,673,631
ER+ER,1000,3.0,1.6,,,313,527,172,222,668,618
ER+ER,1000,3.0,1.7,,,313,500,144,198,669,615
ER+ER,1000,3.0,1.8,,,313,492,151,210,654,595
ER+ER,1000,3.0,1.9,,,313,459,137,204,635,568
ER+ER,1000,3.0,2.0,,,313,441,146,202,608,552
ER+ER,1000,3.0,2.1,,,313,433,141,200,605,546
ER+ER,1000,3.0,2.2,,,313,418,131,182,600,549
ER+ER,1000,3.0,2.3,,,313,417,118,181,612,549
ER+ER,1000,3.0,2.4,,,313,411,123,190,601,534
ER+ER,1000,3.0,2.5,,,313,388,115,180,586,521
ER+ER,1000,3.0,2.6,,,313,362,116,188,559,487
ER+ER,1000,3.0,2.7,,,313,365,107,165,571,513
ER+ER,1000,3.0,2.8,,,313,349,111,193,551,469
ER+ER,1000,3.0,2.9,,,313,327,113,163,527,477
ER+ER,1000,3.0,3.0,,,313,311,94,160,530,464
ER+ER,1000,3.0,3.1,,,313,306,107,156,512,463
ER+ER,1000,3.0,3.2,,,313,305,79,153,539,465
ER+ER,1000,3.0,3.3,,,313,283,81,146,515,450
ER+ER,1000,3.0,3.4,,,313,272,80,151,505,434
ER+ER,1000,3.0,3.5,,,313,276,80,155,509,434
ER+ER,1000,3.0,3.6,,,313,254,76,135,491,432
ER+ER,1000,3.0,3.7,,,313,241,78,146,476,408
ER+ER,1000,3.0,3.8,,,313,235,84,139,464,409
ER+ER,1000,3.0,3.9,,,313,224,75,123,462,414
ER+ER,1000,3.0,4.0,,,313,209,60,116,462,406
ER+ER,1000,3.0,4.1,,,313,223,60,122,476,414
ER+ER,1000,3.0,4.2,,,313,212,72,128,453,397
ER+ER,1000,3.0,4.3,,,313,192,58,113,447,392
ER+ER,1000,3.0,4.4,,,313,190,63,114,440,389
ER+ER,1000,3.0,4.5,,,313,178,57,103,434,388
ER+ER,1000,3.0,4.6,,,313,172,52,102,433,383
ER+ER,1000,3.0,4.7,,,313,145,33,85,425,373
ER+ER,1000,3.0,4.8,,,313,151,57,96,407,368
ER+ER,1000,3.0,4.9,,,313,146,42,88,417,371
ER+ER,1000,3.0,5.0,,,313,139,46,90,406,362
ER+ER,1000,3.0,5.1,,,313,128,48,89,393,352
ER+ER,1000,3.0,5.2,,,313,120,36,80,397,353
ER+ER,1000,3.0,5.3,,,313,110,35,67,388,356
ER+ER,1000,3.0,5.4,,,313,104,30,57,387,360
ER+ER,1000,3.0,5.5,,,313,101,35,71,379,343
ER+ER,1000,3.0,5.6,,,313,92,26,58,379,347
ER+ER,1000,3.0,5.7,,,313,88,28,57,373,344
ER+ER,1000,3.0,5.8,,,313,91,32,54,372,350
ER+ER,1000,3.0,5.9,,,313,77,28,49,362,341
