type,n,k1,k2,gamma1,gamma2,MDS1,MDS2,pre_intersection,intersection,pre_union,union
ER+SF,1000,5.2,5.2,,4.8,119,150,21,50,248,219
ER+SF,1000,5.2,5.2,,4.9,119,157,18,53,258,223
ER+SF,1000,5.2,5.2,,5.0,119,153,12,53,260,219
ER+SF,1000,5.3,5.3,,2.0,121,615,72,96,664,640
ER+SF,1000,5.3,5.3,,2.1,121,522,64,90,579,553
ER+SF,1000,5.3,5.3,,2.2,121,464,55,83,530,502
ER+SF,1000,5.3,5.3,,2.3,121,434,45,81,510,474
ER+SF,1000,5.3,5.3,,2.4,121,368,50,84,439,405
ER+SF,1000,5.3,5.3,,2.5,121,361,43,78,439,404
ER+SF,1000,5.3,5.3,,2.6,121,313,35,70,399,364
ER+SF,1000,5.3,5.3,,2.7,121,305,37,76,389,350
ER+SF,1000,5.3,5.3,,2.8,121,270,26,53,365,338
ER+SF,1000,5.3,5.3,,2.9,121,254,36,79,339,296
ER+SF,1000,5.3,5.3,,3.0,121,239,22,69,338,291
ER+SF,1000,5.3,5.3,,3.1,121,220,24,60,317,281
ER+SF,1000,5.3,5.3,,3.2,121,208,15,63,314,266
ER+SF,1000,5.3,5.3,,3.3,121,205,29,51,297,275
ER+SF,1000,5.3,5.3,,3.4,121,217,19,67,319,271
ER+SF,1000,5.3,5.3,,3.5,121,207,27,65,301,263
ER+SF,1000,5.3,5.3,,3.6,121,184,17,59,288,246
ER+SF,1000,5.3,5.3,,3.7,121,172,18,49,275,244
ER+SF,1000,5.3,5.3,,3.8,121,186,27,59,280,248
ER+SF,1000,5.3,5.3,,3.9,121,184,21,48,284,257
ER+SF,1000,5.3,5.3,,4.0,121,171,23,57,269,235
ER+SF,1000,5.3,5.3,,4.1,121,183,28,65,276,239
ER+SF,1000,5.3,5.3,,4.2,121,148,10,46,259,223
ER+SF,1000,5.3,5.3,,4.3,121,153,18,42,256,232
ER+SF,1000,5.3,5.3,,4.4,121,156,18,57,259,220
ER+SF,1000,5.3,5.3,,4.5,121,151,21,54,251,218
ER+SF,1000,5.3,5.3,,4.6,121,151,20,48,252,224
ER+SF,1000,5.3,5.3,,4.7,121,150,24,56,247,215
ER+SF,1000,5.3,5.3,,4.8,121,152,20,58,253,215
ER+SF,1000,5.3,5.3,,4.9,121,136,20,52,237,205
ER+SF,1000,5.3,5.3,,5.0,121,135,11,54,245,202
ER+SF,1000,5.4,5.4,,2.0,105,601,62,85,644,621
ER+SF,1000,5.4,5.4,,2.1,105,541,54,76,592,570
ER+SF,1000,5.4,5.4,,2.2,105,476,48,74,533,507
ER+SF,1000,5.4,5.4,,2.3,105,431,40,72,496,464
ER+SF,1000,5.4,5.4,,2.4,105,386,45,75,446,416
ER+SF,1000,5.4,5.4,,2.5,105,352,32,67,425,390
ER+SF,1000,5.4,5.4,,2.6,105,330,42,65,393,370
ER+SF,1000,5.4,5.4,,2.7,105,301,28,65,378,341
ER+SF,1000,5.4,5.4,,2.8,105,269,24,60,350,314
ER+SF,1000,5.4,5.4,,2.9,105,249,27,58,327,296
ER+SF,1000,5.4,5.4,,3.0,105,244,26,63,323,286
ER+SF,1000,5.4,5.4,,3.1,105,214,25,61,294,258
ER+SF,1000,5.4,5.4,,3.2,105,211,22,56,294,260
ER+SF,1000,5.4,5.4,,3.3,105,201,21,48,285,258
ER+SF,1000,5.4,5.4,,3.4,105,214,21,61,298,258
ER+SF,1000,5.4,5.4,,3.5,105,170,19,45,256,230
ER+SF,1000,5.4,5.4,,3.6,105,167,14,37,258,235
ER+SF,1000,5.4,5.4,,3.7,105,167,17,45,255,227
ER+SF,1000,5.4,5.4,,3.8,105,170,11,47,264,228
ER+SF,1000,5.4,5.4,,3.9,105,173,13,57,265,221
ER+SF,1000,5.4,5.4,,4.0,105,161,18,53,248,213
ER+SF,1000,5.4,5.4,,4.1,105,155,13,54,247,206
ER+SF,1000,5.4,5.4,,4.2,105,160,16,51,249,214
ER+SF,1000,5.4,5.4,,4.3,105,151,13,45,243,211
ER+SF,1000,5.4,5.4,,4.4,105,147,21,54,231,198
ER+SF,1000,5.4,5.4,,4.5,105,135,8,40,232,200
ER+SF,1000,5.4,5.4,,4.6,105,144,19,56,230,193
ER+SF,1000,5.4,5.4,,4.7,105,144,14,42,235,207
ER+SF,1000,5.4,5.4,,4.8,105,140,15,44,230,201
ER+SF,1000,5.4,5.4,,4.9,105,132,12,49,225,188
ER+SF,1000,5.4,5.4,,5.0,105,139,13,40,231,204
ER+SF,1000,5.5,5.5,,2.0,100,607,65,88,642,619
ER+SF,1000,5.5,5.5,,2.1,100,523,48,82,575,541
ER+SF,1000,5.5,5.5,,2.2,100,474,47,71,527,503
ER+SF,1000,5.5,5.5,,2.3,100,413,47,72,466,441
ER+SF,1000,5.5,5.5,,2.4,100,388,31,59,457,429
ER+SF,1000,5.5,5.5,,2.5,100,351,38,72,413,379
ER+SF,1000,5.5,5.5,,2.6,100,308,27,65,381,343
ER+SF,1000,5.5,5.5,,2.7,100,293,26,60,367,333
ER+SF,1000,5.5,5.5,,2.8,100,253,26,60,327,293
ER+SF,1000,5.5,5.5,,2.9,100,239,31,60,308,279
ER+SF,1000,5.5,5.5,,3.0,100,233,25,66,308,267
ER+SF,1000,5.5,5.5,,3.1,100,233,24,62,309,271
ER+SF,1000,5.5,5.5,,3.2,100,200,26,62,274,238
ER+SF,1000,5.5,5.5,,3.3,100,179,13,44,266,235
ER+SF,1000,5.5,5.5,,3.4,100,200,16,52,284,248
ER+SF,1000,5.5,5.5,,3.5,100,176,14,51,262,225
ER+SF,1000,5.5,5.5,,3.6,100,162,12,49,250,213
ER+SF,1000,5.5,5.5,,3.7,100,169,20,52,249,217
ER+SF,1000,5.5,5.5,,3.8,100,172,18,57,254,215
ER+SF,1000,5.5,5.5,,3.9,100,166,22,59,244,207
ER+SF,1000,5.5,5.5,,4.0,100,148,13,44,235,204
ER+SF,1000,5.5,5.5,,4.1,100,151,19,53,232,198
ER+SF,1000,5.5,5.5,,4.2,100,157,18,54,239,203
ER+SF,1000,5.5,5.5,,4.3,100,157,13,54,244,203
ER+SF,1000,5.5,5.5,,4.4,100,131,9,39,222,192
ER+SF,1000,5.5,5.5,,4.5,100,136,18,45,218,191
ER+SF,1000,5.5,5.5,,4.6,100,136,15,47,221,189
ER+SF,1000,5.5,5.5,,4.7,100,142,13,43,229,199
ER+SF,1000,5.5,5.5,,4.8,100,125,14,46,211,179
ER+SF,1000,5.5,5.5,,4.9,100,139,7,38,232,201
ER+SF,1000,5.5,5.5,,5.0,100,122,16,49,206,173
ER+SF,1000,5.6,5.6,,2.0,90,607,62,75,635,622
ER+SF,1000,5.6,5.6,,2.1,90,538,49,65,579,563
ER+SF,1000,5.6,5.6,,2.2,90,467,36,55,521,502
ER+SF,1000,5.6,5.6,,2.3,90,427,41,63,476,454
ER+SF,1000,5.6,5.6,,2.4,90,366,32,54,424,402
ER+SF,1000,5.6,5.6,,2.5,90,354,35,56,409,388
ER+SF,1000,5.6,5.6,,2.6,90,302,36,53,356,339
ER+SF,1000,5.6,5.6,,2.7,90,294,24,54,360,330
ER+SF,1000,5.6,5.6,,2.8,90,246,23,45,313,291
ER+SF,1000,5.6,5.6,,2.9,90,232,23,42,299,280
ER+SF,1000,5.6,5.6,,3.0,90,218,13,39,295,269
ER+SF,1000,5.6,5.6,,3.1,90,208,20,42,278,256
ER+SF,1000,5.6,5.6,,3.2,90,218,17,43,291,265
ER+SF,1000,5.6,5.6,,3.3,90,182,14,41,258,231
ER+SF,1000,5.6,5.6,,3.4,90,187,16,39,261,238
ER+SF,1000,5.6,5.6,,3.5,90,178,20,41,248,227
ER+SF,1000,5.6,5.6,,3.6,90,168,16,30,242,228
ER+SF,1000,5.6,5.6,,3.7,90,174,15,39,249,225
ER+SF,1000,5.6,5.6,,3.8,90,155,20,35,225,210
ER+SF,1000,5.6,5.6,,3.9,90,138,7,34,221,194
ER+SF,1000,5.6,5.6,,4.0,90,159,13,43,236,206
ER+SF,1000,5.6,5.6,,4.1,90,129,9,30,210,189
ER+SF,1000,5.6,5.6,,4.2,90,140,11,31,219,199
ER+SF,1000,5.6,5.6,,4.3,90,142,13,28,219,204
ER+SF,1000,5.6,5.6,,4.4,90,133,10,33,213,190
ER+SF,1000,5.6,5.6,,4.5,90,130,5,28,215,192
ER+SF,1000,5.6,5.6,,4.6,90,119,9,26,200,183
ER+SF,1000,5.6,5.6,,4.7,90,113,11,30,192,173
ER+SF,1000,5.6,5.6,,4.8,90,117,9,29,198,178
ER+SF,1000,5.6,5.6,,4.9,90,117,11,32,196,175
ER+SF,1000,5.6,5.6,,5.0,90,130,11,30,209,190
ER+SF,1000,5.7,5.7,,2.0,79,579,38,57,620,601
ER+SF,1000,5.7,5.7,,2.1,79,521,41,58,559,542
ER+SF,1000,5.7,5.7,,2.2,79,459,38,59,500,479
ER+SF,1000,5.7,5.7,,2.3,79,420,38,62,461,437
ER+SF,1000,5.7,5.7,,2.4,79,380,30,52,429,407
ER+SF,1000,5.7,5.7,,2.5,79,348,25,43,402,384
ER+SF,1000,5.7,5.7,,2.6,79,297,27,56,349,320
ER+SF,1000,5.7,5.7,,2.7,79,283,19,49,343,313
ER+SF,1000,5.7,5.7,,2.8,79,250,27,48,302,281
ER+SF,1000,5.7,5.7,,2.9,79,240,19,41,300,278
ER+SF,1000,5.7,5.7,,3.0,79,216,16,44,279,251
ER+SF,1000,5.7,5.7,,3.1,79,214,19,52,274,241
ER+SF,1000,5.7,5.7,,3.2,79,204,21,38,262,245
ER+SF,1000,5.7,5.7,,3.3,79,186,14,40,251,225
ER+SF,1000,5.7,5.7,,3.4,79,183,19,48,243,214
ER+SF,1000,5.7,5.7,,3.5,79,181,13,33,247,227
ER+SF,1000,5.7,5.7,,3.6,79,175,10,40,244,214
ER+SF,1000,5.7,5.7,,3.7,79,156,10,36,225,199
ER+SF,1000,5.7,5.7,,3.8,79,148,13,39,214,188
ER+SF,1000,5.7,5.7,,3.9,79,133,17,34,195,178
ER+SF,1000,5.7,5.7,,4.0,79,145,13,34,211,190
ER+SF,1000,5.7,5.7,,4.1,79,125,6,33,198,171
ER+SF,1000,5.7,5.7,,4.2,79,132,16,31,195,180
ER+SF,1000,5.7,5.7,,4.3,79,139,13,38,205,180
ER+SF,1000,5.7,5.7,,4.4,79,135,9,35,205,179
ER+SF,1000,5.7,5.7,,4.5,79,125,5,21,199,183
ER+SF,1000,5.7,5.7,,4.6,79,132,10,40,201,171
ER+SF,1000,5.7,5.7,,4.7,79,107,10,28,176,158
ER+SF,1000,5.7,5.7,,4.8,79,120,5,29,194,170
ER+SF,1000,5.7,5.7,,4.9,79,102,9,30,172,151
ER+SF,1000,5.7,5.7,,5.0,79,112,11,30,180,161
ER+SF,1000,5.8,5.8,,2.0,80,591,52,65,619,606
ER+SF,1000,5.8,5.8,,2.1,80,533,51,70,562,543
ER+SF,1000,5.8,5.8,,2.2,80,465,36,59,509,486
ER+SF,1000,5.8,5.8,,2.3,80,413,37,56,456,437
ER+SF,1000,5.8,5.8,,2.4,80,358,31,49,407,389
ER+SF,1000,5.8,5.8,,2.5,80,316,26,48,370,348
ER+SF,1000,5.8,5.8,,2.6,80,304,25,47,359,337
ER+SF,1000,5.8,5.8,,2.7,80,274,18,44,336,310
ER+SF,1000,5.8,5.8,,2.8,80,249,27,46,302,283
ER+SF,1000,5.8,5.8,,2.9,80,219,15,44,284,255
ER+SF,1000,5.8,5.8,,3.0,80,218,15,42,283,256
ER+SF,1000,5.8,5.8,,3.1,80,202,17,43,265,239
ER+SF,1000,5.8,5.8,,3.2,80,182,16,39,246,223
ER+SF,1000,5.8,5.8,,3.3,80,187,20,41,247,226
ER+SF,1000,5.8,5.8,,3.4,80,165,19,42,226,203
ER+SF,1000,5.8,5.8,,3.5,80,165,14,36,231,209
ER+SF,1000,5.8,5.8,,3.6,80,161,19,37,222,204
ER+SF,1000,5.8,5.8,,3.7,80,149,18,43,211,186
ER+SF,1000,5.8,5.8,,3.8,80,142,7,34,215,188
ER+SF,1000,5.8,5.8,,3.9,80,131,9,23,202,188
ER+SF,1000,5.8,5.8,,4.0,80,127,7,21,200,186
ER+SF,1000,5.8,5.8,,4.1,80,131,10,30,201,181
ER+SF,1000,5.8,5.8,,4.2,80,134,9,26,205,188
ER+SF,1000,5.8,5.8,,4.3,80,121,10,21,191,180
ER+SF,1000,5.8,5.8,,4.4,80,122,9,25,193,177
ER+SF,1000,5.8,5.8,,4.5,80,112,7,33,185,159
ER+SF,1000,5.8,5.8,,4.6,80,122,9,23,193,179
ER+SF,1000,5.8,5.8,,4.7,80,112,4,25,188,167
ER+SF,1000,5.8,5.8,,4.8,80,108,7,28,181,160
ER+SF,1000,5.8,5.8,,4.9,80,112,9,31,183,161
ER+SF,1000,5.8,5.8,,5.0,80,109,10,25,179,164
ER+SF,1000,5.9,5.9,,2.0,73,572,45,56,600,589
ER+SF,1000,5.9,5.9,,2.1,73,505,35,50,543,528
ER+SF,1000,5.9,5.9,,2.2,73,453,34,51,492,475
ER+SF,1000,5.9,5.9,,2.3,73,412,28,51,457,434
ER+SF,1000,5.9,5.9,,2.4,73,378,26,52,425,399
ER+SF,1000,5.9,5.9,,2.5,73,325,23,50,375,348
ER+SF,1000,5.9,5.9,,2.6,73,288,21,43,340,318
ER+SF,1000,5.9,5.9,,2.7,73,274,15,42,332,305
ER+SF,1000,5.9,5.9,,2.8,73,252,22,39,303,286
ER+SF,1000,5.9,5.9,,2.9,73,216,18,43,271,246
ER+SF,1000,5.9,5.9,,3.0,73,193,21,38,245,228
ER+SF,1000,5.9,5.9,,3.1,73,206,15,41,264,238
ER+SF,1000,5.9,5.9,,3.2,73,173,10,37,236,209
ER+SF,1000,5.9,5.9,,3.3,73,172,7,41,238,204
ER+SF,1000,5.9,5.9,,3.4,73,165,11,32,227,206
ER+SF,1000,5.9,5.9,,3.5,73,158,5,27,226,204
ER+SF,1000,5.9,5.9,,3.6,73,157,11,39,219,191
ER+SF,1000,5.9,5.9,,3.7,73,142,9,24,206,191
ER+SF,1000,5.9,5.9,,3.8,73,142,8,28,207,187
ER+SF,1000,5.9,5.9,,3.9,73,133,10,42,196,164
ER+SF,1000,5.9,5.9,,4.0,73,125,13,29,185,169
ER+SF,1000,5.9,5.9,,4.1,73,122,12,29,183,166
ER+SF,1000,5.9,5.9,,4.2,73,125,8,23,190,175
ER+SF,1000,5.9,5.9,,4.3,73,112,11,28,174,157
ER+SF,1000,5.9,5.9,,4.4,73,112,4,15,181,170
ER+SF,1000,5.9,5.9,,4.5,73,112,4,19,181,166
ER+SF,1000,5.9,5.9,,4.6,73,114,15,28,172,159
ER+SF,1000,5.9,5.9,,4.7,73,101,8,26,166,148
ER+SF,1000,5.9,5.9,,4.8,73,109,8,23,174,159
ER+SF,1000,5.9,5.9,,4.9,73,115,12,27,176,161
ER+SF,1000,5.9,5.9,,5.0,73,109,9,20,173,162
ER+SF,1000,6.0,6.0,,2.0,94,564,46,66,612,592
ER+SF,1000,6.0,6.0,,2.1,94,516,41,66,569,544
ER+SF,1000,6.0,6.0,,2.2,94,460,40,70,514,484
ER+SF,1000,6.0,6.0,,2.3,94,417,39,65,472,446
ER+SF,1000,6.0,6.0,,2.4,94,338,27,61,405,371
ER+SF,1000,6.0,6.0,,2.5,94,312,27,47,379,359
ER+SF,1000,6.0,6.0,,2.6,94,267,23,55,338,306
ER+SF,1000,6.0,6.0,,2.7,94,264,23,50,335,308
ER+SF,1000,6.0,6.0,,2.8,94,244,22,43,316,295
ER+SF,1000,6.0,6.0,,2.9,94,217,22,40,289,271
ER+SF,1000,6.0,6.0,,3.0,94,198,13,40,279,252
ER+SF,1000,6.0,6.0,,3.1,94,181,15,38,260,237
ER+SF,1000,6.0,6.0,,3.2,94,182,19,42,257,234
ER+SF,1000,6.0,6.0,,3.3,94,173,14,45,253,222
ER+SF,1000,6.0,6.0,,3.4,94,148,12,34,230,208
ER+SF,1000,6.0,6.0,,3.5,94,173,15,47,252,220
ER+SF,1000,6.0,6.0,,3.6,94,139,9,37,224,196
ER+SF,1000,6.0,6.0,,3.7,94,157,19,48,232,203
ER+SF,1000,6.0,6.0,,3.8,94,140,12,27,222,207
ER+SF,1000,6.0,6.0,,3.9,94,120,14,37,200,177
ER+SF,1000,6.0,6.0,,4.0,94,129,14,31,209,192
ER+SF,1000,6.0,6.0,,4.1,94,121,12,25,203,190
ER+SF,1000,6.0,6.0,,4.2,94,121,9,21,206,194
ER+SF,1000,6.0,6.0,,4.3,94,114,10,33,198,175
ER+SF,1000,6.0,6.0,,4.4,94,122,10,38,206,178
ER+SF,1000,6.0,6.0,,4.5,94,113,7,17,200,190
ER+SF,1000,6.0,6.0,,4.6,94,102,14,24,182,172
ER+SF,1000,6.0,6.0,,4.7,94,107,12,33,189,168
ER+SF,1000,6.0,6.0,,4.8,94,112,6,17,200,189
ER+SF,1000,6.0,6.0,,4.9,94,95,6,15,183,174
ER+SF,1000,6.0,6.0,,5.0,94,94,9,29,179,159
