network_type,N,<k>,seq,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UDS_0,UDS_1,UDS_2,average_depth,time_1,time_2
ER+ER,1000,3.7,7,259,250,193,184,443,432,386,1.2456140350877194,0.541388750076294,0.03392362594604492
ER+ER,1000,3.7,8,259,250,199,190,449,433,386,1.253968253968254,0.5201077461242676,0.03783106803894043
ER+ER,1000,3.7,9,259,250,200,191,450,433,386,1.21875,0.5091969966888428,0.03727006912231445
ER+ER,1000,3.8,0,248,236,190,178,426,417,369,1.2456140350877194,0.5262265205383301,0.033394813537597656
ER+ER,1000,3.8,1,248,236,191,179,427,418,369,1.2758620689655173,0.5375795364379883,0.036347389221191406
ER+ER,1000,3.8,2,248,236,189,177,425,416,369,1.3035714285714286,0.5325157642364502,0.03260016441345215
ER+ER,1000,3.8,3,248,236,188,176,424,413,369,1.3454545454545455,0.5396132469177246,0.033978939056396484
ER+ER,1000,3.8,4,248,236,190,178,426,418,369,1.2105263157894737,0.5154647827148438,0.03261756896972656
ER+ER,1000,3.8,5,248,236,191,179,427,417,369,1.206896551724138,0.5178406238555908,0.03354001045227051
ER+ER,1000,3.8,6,248,236,191,179,427,416,369,1.1206896551724137,0.5258657932281494,0.031982421875
ER+ER,1000,3.8,7,248,236,194,182,430,412,369,1.3278688524590163,0.580772876739502,0.03415393829345703
ER+ER,1000,3.8,8,248,236,196,184,432,415,369,1.2222222222222223,0.5410923957824707,0.03440213203430176
ER+ER,1000,3.8,9,248,236,189,177,425,415,369,1.375,0.5300912857055664,0.03466653823852539
ER+ER,1000,3.9,0,236,245,177,186,422,414,371,1.2352941176470589,0.5651741027832031,0.03354763984680176
ER+ER,1000,3.9,1,236,245,187,196,432,418,371,1.360655737704918,0.5647590160369873,0.03374338150024414
ER+ER,1000,3.9,2,236,245,177,186,422,418,371,1.2549019607843137,0.5916693210601807,0.03083062171936035
ER+ER,1000,3.9,3,236,245,181,190,426,416,371,1.290909090909091,0.5804769992828369,0.03341794013977051
ER+ER,1000,3.9,4,236,245,186,195,431,419,371,1.3166666666666667,0.5884401798248291,0.03390026092529297
ER+ER,1000,3.9,5,236,245,185,194,430,417,371,1.305084745762712,0.5773162841796875,0.03321242332458496
ER+ER,1000,3.9,6,236,245,177,186,422,416,371,1.3725490196078431,0.5787537097930908,0.032778024673461914
ER+ER,1000,3.9,7,236,245,184,193,429,417,371,1.3275862068965518,0.583005428314209,0.033072471618652344
ER+ER,1000,3.9,8,236,245,185,194,430,418,371,1.3220338983050848,0.5688033103942871,0.03460192680358887
ER+ER,1000,3.9,9,236,245,183,192,428,418,371,1.3157894736842106,0.5825400352478027,0.03516721725463867
ER+ER,1000,4.0,0,198,216,157,175,373,364,326,1.2127659574468086,0.6040711402893066,0.029989242553710938
ER+ER,1000,4.0,1,198,216,160,178,376,366,326,1.24,0.5892705917358398,0.03229379653930664
ER+ER,1000,4.0,2,198,216,159,177,375,364,326,1.1428571428571428,0.5830538272857666,0.030950069427490234
ER+ER,1000,4.0,3,198,216,159,177,375,364,326,1.183673469387755,0.6549079418182373,0.028425216674804688
ER+ER,1000,4.0,4,198,216,162,180,378,365,326,1.1538461538461537,0.5927519798278809,0.027805328369140625
ER+ER,1000,4.0,5,198,216,159,177,375,364,326,1.1020408163265305,0.598900556564331,0.030379056930541992
ER+ER,1000,4.0,6,198,216,157,175,373,366,326,1.148936170212766,0.6007215976715088,0.03040456771850586
ER+ER,1000,4.0,7,198,216,156,174,372,363,326,1.173913043478261,0.6082558631896973,0.029027938842773438
ER+ER,1000,4.0,8,198,216,158,176,374,362,326,1.1666666666666667,0.602902889251709,0.027675628662109375
ER+ER,1000,4.0,9,198,216,158,176,374,367,326,1.2291666666666667,0.5976130962371826,0.031586408615112305
ER+ER,1000,4.1,0,193,203,162,172,365,349,306,1.2372881355932204,0.5949110984802246,0.03083944320678711
ER+ER,1000,4.1,1,193,203,151,161,354,348,306,1.2083333333333333,0.5914332866668701,0.03329205513000488
ER+ER,1000,4.1,2,193,203,154,164,357,346,306,1.2156862745098038,0.6019065380096436,0.03538823127746582
ER+ER,1000,4.1,3,193,203,152,162,355,346,306,1.3061224489795917,0.602107048034668,0.033422231674194336
ER+ER,1000,4.1,4,193,203,160,170,363,348,306,1.2105263157894737,0.5907704830169678,0.03521537780761719
ER+ER,1000,4.1,5,193,203,159,169,362,348,306,1.2321428571428572,0.5882353782653809,0.03513026237487793
ER+ER,1000,4.1,6,193,203,159,169,362,350,306,1.2857142857142858,0.5813324451446533,0.032878875732421875
ER+ER,1000,4.1,7,193,203,163,173,366,348,306,1.2,0.5994093418121338,0.037238121032714844
ER+ER,1000,4.1,8,193,203,157,167,360,350,306,1.1481481481481481,0.5991809368133545,0.036224365234375
ER+ER,1000,4.1,9,193,203,153,163,356,351,306,1.36,0.588695764541626,0.03644251823425293
ER+ER,1000,4.2,0,192,181,162,151,343,332,294,1.489795918367347,0.6231288909912109,0.034186601638793945
ER+ER,1000,4.2,1,192,181,163,152,344,335,294,1.32,0.628856897354126,0.03609323501586914
ER+ER,1000,4.2,2,192,181,162,151,343,332,294,1.3673469387755102,0.6561472415924072,0.03681826591491699
ER+ER,1000,4.2,3,192,181,162,151,343,335,294,1.3877551020408163,0.6329457759857178,0.034113407135009766
ER+ER,1000,4.2,4,192,181,160,149,341,333,294,1.4680851063829787,0.62656569480896,0.03542780876159668
ER+ER,1000,4.2,5,192,181,161,150,342,330,294,1.6041666666666667,0.6288614273071289,0.04262828826904297
ER+ER,1000,4.2,6,192,181,164,153,345,333,294,1.3725490196078431,0.6172323226928711,0.039376020431518555
ER+ER,1000,4.2,7,192,181,161,150,342,335,294,1.375,0.6205360889434814,0.03765988349914551
ER+ER,1000,4.2,8,192,181,169,158,350,335,294,1.5714285714285714,0.6166386604309082,0.039869070053100586
ER+ER,1000,4.2,9,192,181,164,153,345,337,294,1.4509803921568627,0.6347901821136475,0.03754305839538574
ER+ER,1000,4.3,0,204,208,160,164,368,365,333,1.2571428571428571,0.5857465267181396,0.03151392936706543
ER+ER,1000,4.3,1,204,208,168,172,376,365,333,1.1627906976744187,0.5670013427734375,0.03290367126464844
ER+ER,1000,4.3,2,204,208,162,166,370,361,333,1.1081081081081081,0.5746684074401855,0.030320167541503906
ER+ER,1000,4.3,3,204,208,163,167,371,365,333,1.394736842105263,0.5670962333679199,0.03133845329284668
ER+ER,1000,4.3,4,204,208,165,169,373,364,333,1.225,0.5653023719787598,0.03278803825378418
ER+ER,1000,4.3,5,204,208,164,168,372,361,333,1.2564102564102564,0.576979398727417,0.030731201171875
ER+ER,1000,4.3,6,204,208,164,168,372,364,333,1.1794871794871795,0.5812923908233643,0.031500816345214844
ER+ER,1000,4.3,7,204,208,163,167,371,361,333,1.2105263157894737,0.5804746150970459,0.030556678771972656
ER+ER,1000,4.3,8,204,208,162,166,370,364,333,1.2162162162162162,0.585176944732666,0.0330357551574707
ER+ER,1000,4.3,9,204,208,162,166,370,361,333,1.3243243243243243,0.5807077884674072,0.032749176025390625
ER+ER,1000,4.4,0,190,180,147,137,327,322,281,1.2391304347826086,0.6303925514221191,0.03597450256347656
ER+ER,1000,4.4,1,190,180,152,142,332,324,281,1.5098039215686274,0.6240806579589844,0.04240822792053223
ER+ER,1000,4.4,2,190,180,154,144,334,323,281,1.2452830188679245,0.6351361274719238,0.038118600845336914
ER+ER,1000,4.4,3,190,180,151,141,331,326,281,1.34,0.6325733661651611,0.037015438079833984
