network_type,N,<k>,seq,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UDS_0,UDS_1,UDS_2,average_depth,time_1,time_2
ER+ER,1000,8.1,7,17,35,16,34,51,50,50,1.0,1.1857876777648926,0.009202957153320312
ER+ER,1000,8.1,8,17,35,16,34,51,51,50,1.0,1.1537384986877441,0.009107351303100586
ER+ER,1000,8.1,9,17,35,16,34,51,51,50,1.0,1.1871042251586914,0.009145259857177734
ER+ER,1000,8.2,0,20,21,19,20,40,40,40,0,1.1388847827911377,0.010554075241088867
ER+ER,1000,8.2,1,20,21,19,20,40,40,40,0,1.1393752098083496,0.010438680648803711
ER+ER,1000,8.2,2,20,21,20,21,41,40,40,1.0,1.1381959915161133,0.011633634567260742
ER+ER,1000,8.2,3,20,21,20,21,41,40,40,2.0,1.1528420448303223,0.011238336563110352
ER+ER,1000,8.2,4,20,21,20,21,41,40,40,1.0,1.1568586826324463,0.011627912521362305
ER+ER,1000,8.2,5,20,21,20,21,41,40,40,2.0,1.181032419204712,0.011314153671264648
ER+ER,1000,8.2,6,20,21,20,21,41,40,40,1.0,1.1374211311340332,0.011576414108276367
ER+ER,1000,8.2,7,20,21,20,21,41,40,40,2.0,1.144474983215332,0.011159658432006836
ER+ER,1000,8.2,8,20,21,19,20,40,40,40,0,1.1543757915496826,0.010436296463012695
ER+ER,1000,8.2,9,20,21,20,21,41,40,40,2.0,1.1160483360290527,0.011116981506347656
ER+ER,1000,8.3,0,20,17,20,17,37,35,30,1.2857142857142858,1.3198010921478271,0.033646583557128906
ER+ER,1000,8.3,1,20,17,20,17,37,36,30,1.2857142857142858,1.381244421005249,0.0334627628326416
ER+ER,1000,8.3,2,20,17,20,17,37,36,30,1.1428571428571428,1.355638027191162,0.02921581268310547
ER+ER,1000,8.3,3,20,17,19,16,36,36,30,1.1666666666666667,1.35009765625,0.03236794471740723
ER+ER,1000,8.3,4,20,17,19,16,36,36,30,1.3333333333333333,1.3407270908355713,0.0354008674621582
ER+ER,1000,8.3,5,20,17,20,17,37,36,30,1.1428571428571428,1.3615942001342773,0.02934551239013672
ER+ER,1000,8.3,6,20,17,19,16,36,36,30,1.3333333333333333,1.3362126350402832,0.03573203086853027
ER+ER,1000,8.3,7,20,17,20,17,37,36,30,1.2857142857142858,1.3854444026947021,0.033602237701416016
ER+ER,1000,8.3,8,20,17,20,17,37,36,30,1.2857142857142858,1.3459320068359375,0.03362154960632324
ER+ER,1000,8.3,9,20,17,20,17,37,36,30,1.2857142857142858,1.3706586360931396,0.03356647491455078
ER+ER,1000,8.4,0,14,21,14,21,35,33,28,1.4285714285714286,1.3009841442108154,0.028023719787597656
ER+ER,1000,8.4,1,14,21,14,21,35,34,28,1.2857142857142858,1.3178036212921143,0.0271146297454834
ER+ER,1000,8.4,2,14,21,14,21,35,34,28,1.2857142857142858,1.3101847171783447,0.027001380920410156
ER+ER,1000,8.4,3,14,21,14,21,35,32,28,1.4285714285714286,1.302597999572754,0.028177976608276367
ER+ER,1000,8.4,4,14,21,14,21,35,33,28,1.2857142857142858,1.293189525604248,0.02703094482421875
ER+ER,1000,8.4,5,14,21,14,21,35,34,28,1.1428571428571428,1.3068125247955322,0.026136398315429688
ER+ER,1000,8.4,6,14,21,13,20,34,33,28,1.5,1.3111166954040527,0.02697896957397461
ER+ER,1000,8.4,7,14,21,14,21,35,34,28,1.2857142857142858,1.269409418106079,0.02709031105041504
ER+ER,1000,8.4,8,14,21,14,21,35,34,28,1.4285714285714286,1.2815704345703125,0.028055906295776367
ER+ER,1000,8.4,9,14,21,14,21,35,33,28,1.4285714285714286,1.3369088172912598,0.028168201446533203
ER+ER,1000,8.5,0,14,16,14,16,30,29,25,1.0,1.3425989151000977,0.01249551773071289
ER+ER,1000,8.5,1,14,16,14,16,30,29,25,1.0,1.3048031330108643,0.012530326843261719
ER+ER,1000,8.5,2,14,16,13,15,29,29,25,1.0,1.3021619319915771,0.011323928833007812
ER+ER,1000,8.5,3,14,16,14,16,30,29,25,1.0,1.319023609161377,0.012483358383178711
ER+ER,1000,8.5,4,14,16,14,16,30,30,25,1.0,1.341210126876831,0.012477397918701172
ER+ER,1000,8.5,5,14,16,13,15,29,30,25,1.0,1.369377851486206,0.011307954788208008
ER+ER,1000,8.5,6,14,16,14,16,30,30,25,1.0,1.3324992656707764,0.012546777725219727
ER+ER,1000,8.5,7,14,16,14,16,30,30,25,1.0,1.337386131286621,0.012532949447631836
ER+ER,1000,8.5,8,14,16,14,16,30,30,25,1.0,1.3454854488372803,0.012464046478271484
ER+ER,1000,8.5,9,14,16,14,16,30,30,25,1.0,1.3330199718475342,0.012377023696899414
ER+ER,1000,8.6,0,18,18,18,18,36,35,29,1.0,1.153517246246338,0.013915061950683594
ER+ER,1000,8.6,1,18,18,18,18,36,36,29,1.0,1.1478428840637207,0.01364755630493164
ER+ER,1000,8.6,2,18,18,18,18,36,36,29,1.0,1.1394929885864258,0.013852357864379883
ER+ER,1000,8.6,3,18,18,18,18,36,35,29,1.0,1.1753215789794922,0.013832807540893555
ER+ER,1000,8.6,4,18,18,18,18,36,35,29,1.0,1.1440613269805908,0.013912439346313477
ER+ER,1000,8.6,5,18,18,18,18,36,35,29,1.0,1.1447627544403076,0.013710975646972656
ER+ER,1000,8.6,6,18,18,18,18,36,35,29,1.0,1.1381735801696777,0.013701915740966797
ER+ER,1000,8.6,7,18,18,18,18,36,35,29,1.0,1.1264212131500244,0.013775348663330078
ER+ER,1000,8.6,8,18,18,18,18,36,36,29,1.0,1.105365514755249,0.01385641098022461
ER+ER,1000,8.6,9,18,18,18,18,36,35,29,1.0,1.1202573776245117,0.013818025588989258
ER+ER,1000,8.7,0,14,16,14,16,30,30,29,1.0,1.296034812927246,0.012516975402832031
ER+ER,1000,8.7,1,14,16,14,16,30,30,29,1.0,1.3486952781677246,0.012529850006103516
ER+ER,1000,8.7,2,14,16,14,16,30,29,29,1.0,1.2845957279205322,0.012464761734008789
ER+ER,1000,8.7,3,14,16,14,16,30,29,29,1.0,1.2665448188781738,0.012494325637817383
ER+ER,1000,8.7,4,14,16,14,16,30,29,29,1.0,1.2952606678009033,0.012508392333984375
ER+ER,1000,8.7,5,14,16,14,16,30,30,29,1.0,1.3242182731628418,0.01255035400390625
ER+ER,1000,8.7,6,14,16,14,16,30,29,29,1.0,1.2632007598876953,0.012400150299072266
ER+ER,1000,8.7,7,14,16,14,16,30,30,29,1.0,1.3003771305084229,0.012550115585327148
ER+ER,1000,8.7,8,14,16,14,16,30,29,29,1.0,1.3025155067443848,0.012507915496826172
ER+ER,1000,8.7,9,14,16,14,16,30,29,29,1.0,1.265517234802246,0.012593269348144531
ER+ER,1000,8.8,0,14,20,14,20,34,33,25,1.1111111111111112,1.3168072700500488,0.010974884033203125
ER+ER,1000,8.8,1,14,20,14,20,34,32,25,1.1111111111111112,1.2946295738220215,0.010820150375366211
ER+ER,1000,8.8,2,14,20,14,20,34,32,25,1.1111111111111112,1.3140504360198975,0.010804891586303711
ER+ER,1000,8.8,3,14,20,14,20,34,33,25,1.1111111111111112,1.2882108688354492,0.01083230972290039
ER+ER,1000,8.8,4,14,20,14,20,34,33,25,1.1111111111111112,1.3456666469573975,0.010807514190673828
ER+ER,1000,8.8,5,14,20,14,20,34,33,25,1.1111111111111112,1.287627935409546,0.010901212692260742
ER+ER,1000,8.8,6,14,20,14,20,34,33,25,1.1111111111111112,1.3199408054351807,0.010969161987304688
ER+ER,1000,8.8,7,14,20,14,20,34,33,25,1.1111111111111112,1.315859317779541,0.010835647583007812
ER+ER,1000,8.8,8,14,20,14,20,34,33,25,1.1111111111111112,1.2789230346679688,0.01081705093383789
ER+ER,1000,8.8,9,14,20,14,20,34,33,25,1.1111111111111112,1.336275339126587,0.010937213897705078
ER+ER,1000,8.9,0,12,13,12,13,25,25,24,1.0,1.2645394802093506,0.009350061416625977
ER+ER,1000,8.9,1,12,13,12,13,25,25,24,1.0,1.2730207443237305,0.00900578498840332
ER+ER,1000,8.9,2,12,13,12,13,25,25,24,1.0,1.2895655632019043,0.008891582489013672
ER+ER,1000,8.9,3,12,13,12,13,25,25,24,1.0,1.3190178871154785,0.009050130844116211
ER+ER,1000,8.9,4,12,13,12,13,25,25,24,1.0,1.2915387153625488,0.008939027786254883
ER+ER,1000,8.9,5,12,13,12,13,25,25,24,1.0,1.2833449840545654,0.0088653564453125
ER+ER,1000,8.9,6,12,13,12,13,25,25,24,1.0,1.2893874645233154,0.009279012680053711
ER+ER,1000,8.9,7,12,13,12,13,25,25,24,1.0,1.2633209228515625,0.008999109268188477
ER+ER,1000,8.9,8,12,13,12,13,25,25,24,1.0,1.31449294090271,0.008955955505371094
ER+ER,1000,8.9,9,12,13,12,13,25,25,24,1.0,1.3252716064453125,0.008889436721801758
ER+ER,1000,9.0,0,11,12,10,11,22,22,22,0,1.1693689823150635,0.006445646286010742
ER+ER,1000,9.0,1,11,12,10,11,22,22,22,0,1.1480677127838135,0.006371498107910156
ER+ER,1000,9.0,2,11,12,10,11,22,22,22,0,1.1514627933502197,0.00640559196472168
ER+ER,1000,9.0,3,11,12,10,11,22,22,22,0,1.1395182609558105,0.0063250064849853516
ER+ER,1000,9.0,4,11,12,10,11,22,22,22,0,1.1408047676086426,0.006356477737426758
ER+ER,1000,9.0,5,11,12,10,11,22,22,22,0,1.1537871360778809,0.006405830383300781
ER+ER,1000,9.0,6,11,12,10,11,22,22,22,0,1.1783726215362549,0.006388187408447266
ER+ER,1000,9.0,7,11,12,10,11,22,22,22,0,1.1528058052062988,0.006429195404052734
ER+ER,1000,9.0,8,11,12,10,11,22,22,22,0,1.1711444854736328,0.006446361541748047
ER+ER,1000,9.0,9,11,12,10,11,22,22,22,0,1.1423728466033936,0.006392955780029297
ER+ER,1000,9.1,0,11,9,11,9,20,20,19,1.0,1.2915396690368652,0.00824284553527832
ER+ER,1000,9.1,1,11,9,11,9,20,20,19,1.0,1.2727651596069336,0.008315086364746094
ER+ER,1000,9.1,2,11,9,11,9,20,20,19,1.0,1.2500190734863281,0.008220434188842773
ER+ER,1000,9.1,3,11,9,11,9,20,20,19,1.0,1.2401232719421387,0.008196592330932617
ER+ER,1000,9.1,4,11,9,11,9,20,20,19,1.0,1.2582461833953857,0.008131265640258789
ER+ER,1000,9.1,5,11,9,11,9,20,20,19,1.0,1.2672693729400635,0.008229732513427734
ER+ER,1000,9.1,6,11,9,11,9,20,20,19,1.0,1.2799456119537354,0.008198738098144531
ER+ER,1000,9.1,7,11,9,11,9,20,20,19,1.0,1.2912461757659912,0.008285999298095703
ER+ER,1000,9.1,8,11,9,11,9,20,20,19,1.0,1.2781038284301758,0.008287191390991211
ER+ER,1000,9.1,9,11,9,11,9,20,20,19,1.0,1.2676270008087158,0.00839090347290039
ER+ER,1000,9.2,0,14,8,13,7,21,20,20,1.0,1.1381402015686035,0.0076732635498046875
ER+ER,1000,9.2,1,14,8,12,6,20,20,20,0,1.150909423828125,0.007597208023071289
ER+ER,1000,9.2,2,14,8,12,6,20,20,20,0,1.1386728286743164,0.0076389312744140625
ER+ER,1000,9.2,3,14,8,13,7,21,20,20,1.0,1.1435422897338867,0.0077056884765625
ER+ER,1000,9.2,4,14,8,13,7,21,20,20,1.0,1.1223855018615723,0.007686614990234375
ER+ER,1000,9.2,5,14,8,12,6,20,20,20,0,1.1154358386993408,0.007618904113769531
ER+ER,1000,9.2,6,14,8,12,6,20,20,20,0,1.1385173797607422,0.00757145881652832
ER+ER,1000,9.2,7,14,8,12,6,20,20,20,0,1.1592347621917725,0.0076062679290771484
ER+ER,1000,9.2,8,14,8,12,6,20,20,20,0,1.1230506896972656,0.007607936859130859
ER+ER,1000,9.2,9,14,8,12,6,20,20,20,0,1.102149486541748,0.007552623748779297
ER+ER,1000,9.3,0,12,8,12,8,20,19,13,1.0,1.2099316120147705,0.01121068000793457
ER+ER,1000,9.3,1,12,8,12,8,20,19,13,1.0,1.1834864616394043,0.011020421981811523
ER+ER,1000,9.3,2,12,8,12,8,20,19,13,1.0,1.1820125579833984,0.011108875274658203
ER+ER,1000,9.3,3,12,8,12,8,20,19,13,1.0,1.166313648223877,0.011168479919433594
ER+ER,1000,9.3,4,12,8,12,8,20,20,13,1.0,1.159400224685669,0.011018991470336914
ER+ER,1000,9.3,5,12,8,12,8,20,19,13,1.0,1.1763432025909424,0.011111736297607422
ER+ER,1000,9.3,6,12,8,12,8,20,19,13,1.0,1.2651867866516113,0.011153936386108398
ER+ER,1000,9.3,7,12,8,12,8,20,19,13,1.0,1.2046191692352295,0.01123952865600586
ER+ER,1000,9.3,8,12,8,12,8,20,19,13,1.0,1.2195699214935303,0.011091232299804688
ER+ER,1000,9.3,9,12,8,12,8,20,19,13,1.0,1.1642634868621826,0.010981082916259766
ER+ER,1000,9.4,0,14,9,14,9,23,23,21,1.5,1.1890945434570312,0.018287181854248047
ER+ER,1000,9.4,1,14,9,14,9,23,23,21,1.5,1.1989567279815674,0.018307209014892578
ER+ER,1000,9.4,2,14,9,14,9,23,23,21,1.5,1.1604199409484863,0.018262863159179688
ER+ER,1000,9.4,3,14,9,14,9,23,23,21,1.5,1.1963489055633545,0.018234729766845703
ER+ER,1000,9.4,4,14,9,14,9,23,23,21,1.5,1.182814121246338,0.018244504928588867
ER+ER,1000,9.4,5,14,9,14,9,23,23,21,1.5,1.1826469898223877,0.01836371421813965
ER+ER,1000,9.4,6,14,9,14,9,23,23,21,1.5,1.1970763206481934,0.018164634704589844
ER+ER,1000,9.4,7,14,9,14,9,23,22,21,1.5,1.2010776996612549,0.018260955810546875
ER+ER,1000,9.4,8,14,9,14,9,23,22,21,1.5,1.1689214706420898,0.018291473388671875
ER+ER,1000,9.4,9,14,9,14,9,23,23,21,1.5,1.1270697116851807,0.018217802047729492
ER+ER,1000,9.5,0,12,15,11,14,26,25,20,1.1666666666666667,1.173111915588379,0.014287948608398438
ER+ER,1000,9.5,1,12,15,11,14,26,25,20,1.0,1.1065850257873535,0.013332128524780273
ER+ER,1000,9.5,2,12,15,11,14,26,26,20,1.0,1.1707770824432373,0.013249874114990234
ER+ER,1000,9.5,3,12,15,11,14,26,25,20,1.1666666666666667,1.1238253116607666,0.014113426208496094
ER+ER,1000,9.5,4,12,15,11,14,26,25,20,1.1666666666666667,1.1382017135620117,0.01427006721496582
ER+ER,1000,9.5,5,12,15,11,14,26,25,20,1.1666666666666667,1.1388094425201416,0.014146566390991211
ER+ER,1000,9.5,6,12,15,11,14,26,25,20,1.0,1.1288776397705078,0.013230562210083008
ER+ER,1000,9.5,7,12,15,11,14,26,26,20,1.0,1.1364250183105469,0.013313531875610352
ER+ER,1000,9.5,8,12,15,11,14,26,26,20,1.1666666666666667,1.1403775215148926,0.014198064804077148
ER+ER,1000,9.5,9,12,15,11,14,26,26,20,1.0,1.0994696617126465,0.013306140899658203
ER+ER,1000,9.6,0,9,11,8,10,19,19,19,0,1.2153387069702148,0.00493311882019043
ER+ER,1000,9.6,1,9,11,8,10,19,19,19,0,1.2121782302856445,0.004984617233276367
ER+ER,1000,9.6,2,9,11,8,10,19,19,19,0,1.1930880546569824,0.0048754215240478516
ER+ER,1000,9.6,3,9,11,8,10,19,19,19,0,1.1936516761779785,0.004921674728393555
ER+ER,1000,9.6,4,9,11,8,10,19,19,19,0,1.2147612571716309,0.004898548126220703
ER+ER,1000,9.6,5,9,11,8,10,19,19,19,0,1.1913690567016602,0.00493168830871582
ER+ER,1000,9.6,6,9,11,8,10,19,19,19,0,1.2021634578704834,0.004883527755737305
ER+ER,1000,9.6,7,9,11,8,10,19,19,19,0,1.202906608581543,0.004904508590698242
ER+ER,1000,9.6,8,9,11,8,10,19,19,19,0,1.2101595401763916,0.0048980712890625
ER+ER,1000,9.6,9,9,11,8,10,19,19,19,0,1.2078423500061035,0.004951000213623047
ER+ER,1000,9.7,0,13,8,13,8,21,21,21,0,1.339231014251709,0.008255958557128906
ER+ER,1000,9.7,1,13,8,13,8,21,21,21,0,1.3243317604064941,0.008347749710083008
ER+ER,1000,9.7,2,13,8,13,8,21,21,21,0,1.31683349609375,0.00832366943359375
ER+ER,1000,9.7,3,13,8,13,8,21,21,21,0,1.3263435363769531,0.00838327407836914
ER+ER,1000,9.7,4,13,8,13,8,21,21,21,0,1.3646759986877441,0.008252859115600586
ER+ER,1000,9.7,5,13,8,13,8,21,21,21,0,1.2893445491790771,0.008329629898071289
ER+ER,1000,9.7,6,13,8,13,8,21,21,21,0,1.3191466331481934,0.008393526077270508
ER+ER,1000,9.7,7,13,8,13,8,21,21,21,0,1.3491427898406982,0.008232831954956055
ER+ER,1000,9.7,8,13,8,13,8,21,21,21,0,1.312612533569336,0.008254289627075195
ER+ER,1000,9.7,9,13,8,13,8,21,21,21,0,1.3266727924346924,0.008292913436889648
ER+ER,1000,9.8,0,7,7,7,7,14,14,13,1.0,1.3971061706542969,0.00558924674987793
ER+ER,1000,9.8,1,7,7,7,7,14,14,13,1.0,1.3085713386535645,0.005539655685424805
ER+ER,1000,9.8,2,7,7,7,7,14,14,13,1.0,1.317751169204712,0.005604743957519531
ER+ER,1000,9.8,3,7,7,7,7,14,14,13,1.0,1.3228189945220947,0.0056002140045166016
ER+ER,1000,9.8,4,7,7,7,7,14,14,13,1.0,1.2895033359527588,0.0055501461029052734
ER+ER,1000,9.8,5,7,7,7,7,14,14,13,1.0,1.2625975608825684,0.0055103302001953125
ER+ER,1000,9.8,6,7,7,7,7,14,14,13,1.0,1.2739884853363037,0.00559687614440918
ER+ER,1000,9.8,7,7,7,7,7,14,14,13,1.0,1.2910070419311523,0.0055103302001953125
ER+ER,1000,9.8,8,7,7,7,7,14,14,13,1.0,1.3119761943817139,0.005522966384887695
ER+ER,1000,9.8,9,7,7,7,7,14,14,13,1.0,1.3161163330078125,0.005523681640625
ER+ER,1000,9.9,0,9,15,9,15,24,23,16,1.0,1.2982995510101318,0.010830163955688477
ER+ER,1000,9.9,1,9,15,9,15,24,23,16,1.0,1.3357131481170654,0.010796308517456055
ER+ER,1000,9.9,2,9,15,9,15,24,23,16,1.0,1.3039753437042236,0.01098489761352539
ER+ER,1000,9.9,3,9,15,9,15,24,23,16,1.125,1.3184854984283447,0.012415170669555664
ER+ER,1000,9.9,4,9,15,9,15,24,23,16,1.125,1.285637378692627,0.012320756912231445
ER+ER,1000,9.9,5,9,15,9,15,24,23,16,1.125,1.3282115459442139,0.012202262878417969
ER+ER,1000,9.9,6,9,15,9,15,24,23,16,1.125,1.3213913440704346,0.012415885925292969
ER+ER,1000,9.9,7,9,15,9,15,24,23,16,1.125,1.325258731842041,0.012349128723144531
ER+ER,1000,9.9,8,9,15,9,15,24,24,16,1.0,1.2925565242767334,0.010840177536010742
ER+ER,1000,9.9,9,9,15,9,15,24,23,16,1.125,1.287766456604004,0.012156009674072266
ER+ER,1000,10.0,0,9,10,9,10,19,19,17,1.0,1.1909291744232178,0.007188320159912109
ER+ER,1000,10.0,1,9,10,9,10,19,18,17,1.0,1.1930742263793945,0.007252216339111328
ER+ER,1000,10.0,2,9,10,9,10,19,19,17,1.0,1.1910862922668457,0.007233619689941406
ER+ER,1000,10.0,3,9,10,9,10,19,19,17,1.0,1.2229382991790771,0.0072400569915771484
ER+ER,1000,10.0,4,9,10,9,10,19,19,17,1.0,1.248682975769043,0.007271528244018555
ER+ER,1000,10.0,5,9,10,9,10,19,19,17,1.0,1.194823980331421,0.007315158843994141
ER+ER,1000,10.0,6,9,10,9,10,19,19,17,1.0,1.1942474842071533,0.0072479248046875
ER+ER,1000,10.0,7,9,10,9,10,19,18,17,1.0,1.1841425895690918,0.007319927215576172
ER+ER,1000,10.0,8,9,10,9,10,19,18,17,1.0,1.2130436897277832,0.007250785827636719
ER+ER,1000,10.0,9,9,10,9,10,19,19,17,1.0,1.186004638671875,0.007364988327026367
BA+BA,1000,2.0,0,543,537,235,229,772,767,723,1.2040816326530612,0.5479185581207275,0.032726287841796875
BA+BA,1000,2.0,1,543,537,238,232,775,756,723,1.1923076923076923,0.46844029426574707,0.03261089324951172
BA+BA,1000,2.0,2,543,537,239,233,776,760,723,1.150943396226415,0.48357176780700684,0.0319821834564209
BA+BA,1000,2.0,3,543,537,239,233,776,765,723,1.1886792452830188,0.46115756034851074,0.032477617263793945
BA+BA,1000,2.0,4,543,537,237,231,774,763,723,1.0784313725490196,0.4499533176422119,0.030676603317260742
BA+BA,1000,2.0,5,543,537,234,228,771,760,723,1.1666666666666667,0.47396063804626465,0.031696319580078125
BA+BA,1000,2.0,6,543,537,230,224,767,758,723,1.0454545454545454,0.44874024391174316,0.03021240234375
BA+BA,1000,2.0,7,543,537,231,225,768,762,723,1.1555555555555554,0.4950118064880371,0.03058004379272461
BA+BA,1000,2.0,8,543,537,230,224,767,762,723,1.2954545454545454,0.45646047592163086,0.03200340270996094
BA+BA,1000,2.0,9,543,537,238,232,775,758,723,1.2115384615384615,0.47220730781555176,0.03239011764526367
BA+BA,1000,2.1,0,519,519,224,224,743,732,691,1.2307692307692308,0.4889225959777832,0.03620171546936035
BA+BA,1000,2.1,1,519,519,223,223,742,733,691,1.1568627450980393,0.4707655906677246,0.034995079040527344
BA+BA,1000,2.1,2,519,519,224,224,743,729,691,1.25,0.4813697338104248,0.03613448143005371
BA+BA,1000,2.1,3,519,519,223,223,742,734,691,1.196078431372549,0.4811105728149414,0.03568148612976074
BA+BA,1000,2.1,4,519,519,223,223,742,736,691,1.3137254901960784,0.4720287322998047,0.036911964416503906
BA+BA,1000,2.1,5,519,519,226,226,745,730,691,1.1666666666666667,0.4807870388031006,0.03479933738708496
BA+BA,1000,2.1,6,519,519,222,222,741,730,691,1.2,0.47290778160095215,0.03620409965515137
BA+BA,1000,2.1,7,519,519,222,222,741,735,691,1.18,0.4871368408203125,0.03490781784057617
BA+BA,1000,2.1,8,519,519,225,225,744,732,691,1.2264150943396226,0.47008657455444336,0.03552699089050293
BA+BA,1000,2.1,9,519,519,231,231,750,732,691,1.1694915254237288,0.4960343837738037,0.03852200508117676
BA+BA,1000,2.2,0,514,495,249,230,744,728,689,1.1090909090909091,0.49654221534729004,0.03502058982849121
BA+BA,1000,2.2,1,514,495,243,224,738,730,689,1.163265306122449,0.4822566509246826,0.03523612022399902
BA+BA,1000,2.2,2,514,495,254,235,749,724,689,1.15,0.47263002395629883,0.03724098205566406
BA+BA,1000,2.2,3,514,495,253,234,748,731,689,1.1355932203389831,0.4801766872406006,0.037352800369262695
BA+BA,1000,2.2,4,514,495,250,231,745,733,689,1.1428571428571428,0.4977140426635742,0.03694510459899902
BA+BA,1000,2.2,5,514,495,244,225,739,731,689,1.14,0.47611069679260254,0.035265207290649414
BA+BA,1000,2.2,6,514,495,246,227,741,735,689,1.1538461538461537,0.48827362060546875,0.03606295585632324
BA+BA,1000,2.2,7,514,495,252,233,747,731,689,1.0517241379310345,0.47301650047302246,0.03610730171203613
BA+BA,1000,2.2,8,514,495,249,230,744,731,689,1.1454545454545455,0.47072768211364746,0.036652326583862305
BA+BA,1000,2.2,9,514,495,247,228,742,726,689,1.169811320754717,0.4812650680541992,0.0360264778137207
BA+BA,1000,2.3,0,496,489,229,222,718,702,658,1.2333333333333334,0.4936952590942383,0.035590410232543945
BA+BA,1000,2.3,1,496,489,225,218,714,704,658,1.1964285714285714,0.47936534881591797,0.0338587760925293
BA+BA,1000,2.3,2,496,489,222,215,711,699,658,1.0566037735849056,0.48728489875793457,0.032029151916503906
BA+BA,1000,2.3,3,496,489,221,214,710,702,658,1.1538461538461537,0.4918241500854492,0.0324862003326416
BA+BA,1000,2.3,4,496,489,227,220,716,703,658,1.1379310344827587,0.48510050773620605,0.034178733825683594
BA+BA,1000,2.3,5,496,489,226,219,715,699,658,1.1754385964912282,0.5060622692108154,0.034040212631225586
BA+BA,1000,2.3,6,496,489,232,225,721,705,658,1.126984126984127,0.5021805763244629,0.03448486328125
BA+BA,1000,2.3,7,496,489,232,225,721,706,658,1.1428571428571428,0.4882826805114746,0.03410792350769043
BA+BA,1000,2.3,8,496,489,233,226,722,701,658,1.109375,0.5009689331054688,0.033904314041137695
BA+BA,1000,2.3,9,496,489,227,220,716,700,658,1.1896551724137931,0.4942288398742676,0.03369593620300293
BA+BA,1000,2.4,0,493,483,241,231,724,703,663,1.0819672131147542,0.5007674694061279,0.035176753997802734
BA+BA,1000,2.4,1,493,483,240,230,723,706,663,1.1,0.4912896156311035,0.03520679473876953
BA+BA,1000,2.4,2,493,483,236,226,719,703,663,1.1607142857142858,0.5094068050384521,0.03539752960205078
BA+BA,1000,2.4,3,493,483,242,232,725,705,663,1.0483870967741935,0.5022242069244385,0.035550832748413086
BA+BA,1000,2.4,4,493,483,238,228,721,710,663,1.0862068965517242,0.4870431423187256,0.034970760345458984
BA+BA,1000,2.4,5,493,483,235,225,718,707,663,1.1636363636363636,0.4951741695404053,0.03625607490539551
BA+BA,1000,2.4,6,493,483,241,231,724,703,663,1.0655737704918034,0.5031225681304932,0.03574538230895996
BA+BA,1000,2.4,7,493,483,234,224,717,706,663,1.1111111111111112,0.5031287670135498,0.035301923751831055
BA+BA,1000,2.4,8,493,483,234,224,717,704,663,1.0925925925925926,0.5007681846618652,0.03426837921142578
BA+BA,1000,2.4,9,493,483,242,232,725,703,663,1.1774193548387097,0.4940509796142578,0.03632855415344238
BA+BA,1000,2.5,0,478,469,231,222,700,684,629,1.1408450704225352,0.5106146335601807,0.03384232521057129
BA+BA,1000,2.5,1,478,469,225,216,694,683,629,1.2,0.5095503330230713,0.03333783149719238
BA+BA,1000,2.5,2,478,469,230,221,699,682,629,1.1571428571428573,0.512728214263916,0.03470587730407715
BA+BA,1000,2.5,3,478,469,222,213,691,682,629,1.1451612903225807,0.5106377601623535,0.03241991996765137
BA+BA,1000,2.5,4,478,469,218,209,687,684,629,1.1896551724137931,0.5248162746429443,0.03230643272399902
BA+BA,1000,2.5,5,478,469,233,224,702,679,629,1.1369863013698631,0.5139901638031006,0.03370332717895508
BA+BA,1000,2.5,6,478,469,227,218,696,680,629,1.1343283582089552,0.500798225402832,0.034195661544799805
BA+BA,1000,2.5,7,478,469,228,219,697,684,629,1.1323529411764706,0.5041408538818359,0.03417086601257324
BA+BA,1000,2.5,8,478,469,232,223,701,683,629,1.1111111111111112,0.5095334053039551,0.033730506896972656
BA+BA,1000,2.5,9,478,469,223,214,692,682,629,1.1428571428571428,0.5316445827484131,0.033498287200927734
BA+BA,1000,2.6,0,462,454,236,228,690,675,629,1.1639344262295082,0.4931051731109619,0.03423595428466797
BA+BA,1000,2.6,1,462,454,234,226,688,677,629,1.2881355932203389,0.49241185188293457,0.03575253486633301
BA+BA,1000,2.6,2,462,454,233,225,687,674,629,1.1724137931034482,0.4929771423339844,0.03457808494567871
BA+BA,1000,2.6,3,462,454,231,223,685,675,629,1.0535714285714286,0.4996676445007324,0.0332796573638916
BA+BA,1000,2.6,4,462,454,236,228,690,678,629,1.1639344262295082,0.5039830207824707,0.03523874282836914
BA+BA,1000,2.6,5,462,454,230,222,684,677,629,1.2545454545454546,0.4904043674468994,0.03504014015197754
BA+BA,1000,2.6,6,462,454,235,227,689,678,629,1.1333333333333333,0.4784533977508545,0.033478736877441406
BA+BA,1000,2.6,7,462,454,239,231,693,677,629,1.140625,0.486499547958374,0.035872697830200195
BA+BA,1000,2.6,8,462,454,236,228,690,675,629,1.1147540983606556,0.49402451515197754,0.03384089469909668
BA+BA,1000,2.6,9,462,454,233,225,687,677,629,1.1551724137931034,0.4915633201599121,0.03386807441711426
BA+BA,1000,2.7,0,463,466,219,222,685,679,633,1.1730769230769231,0.4945666790008545,0.03585195541381836
BA+BA,1000,2.7,1,463,466,229,232,695,676,633,1.1774193548387097,0.493999719619751,0.03706073760986328
